Id,preco,fold,previsao_correspondencia,catboost_alpha_1.00,catboost_alpha_1.50
4153,1100000.0,5,,1021798.0316962317,1004219.2638501575
4154,700000.0,3,750000.0,630622.5244071226,613862.8774938729
4155,1500000.0,1,,1394136.4452219862,1329699.5642247878
4156,370000.0,3,,402275.92273828475,393612.80397923803
4157,399000.0,5,382500.0,397567.3323881092,382452.83842532156
4158,497000.0,2,499000.0,506410.802480937,508543.34615332645
4159,1500000.0,5,1300000.0,1403519.3208766175,1400612.6069661567
4160,545000.0,1,,582022.0790047495,588597.8415419899
4161,1350000.0,5,,975943.2643826365,919558.867182001
4162,699000.0,4,,835741.3575438735,793369.787493237
4163,450000.0,4,320000.0,391952.1937482759,390877.2848360262
4164,430000.0,4,,323561.73966706585,315201.6893191382
4165,900000.0,1,,844728.4486616668,826920.6402025691
4166,480000.0,5,,428124.2943619996,419587.8190313575
4167,1450000.0,3,,2293014.7773576924,1977278.4102247767
4168,870000.0,1,,809432.2312353869,792286.8871900942
4169,340000.0,2,,356813.3881316395,341134.62789014116
4170,360000.0,4,339242.0,341699.56937251694,341479.0375342348
4171,750000.0,2,,1020417.7300840255,1057736.2237820732
4172,340000.0,3,,304142.0788676834,300144.9228445283
4173,250000.0,2,190000.0,280235.2273116336,268995.77896888356
4174,287000.0,5,313142.5,339570.6956138513,344168.8219746502
4175,235000.0,2,184000.0,201139.1592923852,202936.15632743156
4176,1100000.0,4,1000000.0,1158495.8585785625,1169508.036184772
4177,2000000.0,3,1950000.0,1050151.329671223,938623.7194698662
4178,1650000.0,2,1500000.0,1167399.9095267458,1032022.470752129
4179,457713.0,3,455972.0,431521.86762298894,433885.1217993512
4180,1200000.0,2,,852640.1291181019,775726.7374239115
4181,790000.0,5,760000.0,914581.7837980036,859605.7684766533
4182,259000.0,2,274500.0,271165.05629531876,265459.75265003555
4183,420000.0,3,420000.0,419707.0997868925,419528.271816187
4184,350000.0,1,,396461.1361149233,393443.750303563
4185,590000.0,1,609017.0,541528.5151669928,534852.501603595
4186,300000.0,3,235000.0,341177.2687611018,330763.5316085172
4187,710000.0,2,785000.0,593203.4905780376,571745.660247279
4188,345000.0,5,337500.0,377675.9376884756,370424.51557217847
4189,390000.0,4,,448480.11225535267,445516.87813587283
4190,2300000.0,1,2350000.0,1562927.8350721058,1391715.7704824917
4191,550000.0,4,447500.0,462454.23684647813,463617.29133841285
4192,590000.0,2,,574592.8371660031,577608.9649403704
4193,259000.0,5,259000.0,249025.3643554008,243772.87799871137
4194,480000.0,5,495000.0,450385.597685753,433918.5972434862
4195,1000000.0,1,900000.0,644902.5401403356,643600.9291142436
4196,340000.0,2,,427731.22443381563,429877.1875672611
4197,552000.0,3,482000.0,393103.2965082131,387043.7771403801
4198,400000.0,2,429000.0,385333.3197602072,375464.70883347956
4199,620000.0,4,500000.0,583285.800767897,543312.7143060323
4200,460000.0,3,550000.0,545090.509047975,546718.3708421132
4201,255000.0,5,,319088.8014434466,322921.1336800987
4202,800000.0,1,700000.0,888846.7031893724,849050.9213897411
4203,735000.0,3,886000.0,798761.8273314346,787625.984185229
4204,1200000.0,4,1210000.0,1061631.978785512,1048856.2448640752
4205,310000.0,4,308500.0,322772.8074336277,325070.2470532662
4206,261654.0,5,,225055.4235498786,229973.67423673082
4207,242940.0,3,,274242.5264999606,261359.5713941553
4208,310000.0,3,310000.0,362409.6487097825,363152.0962324672
4209,950000.0,3,1300000.0,840456.3085298892,821094.0892478923
4210,690000.0,4,,597941.5384439753,602963.7918982012
4211,440000.0,3,382500.0,395773.1471517181,391389.1356282556
4212,272000.0,2,,288315.8544110811,287107.33650608745
4213,690000.0,3,,889108.794889622,840936.7960945892
4214,220000.0,1,,258804.25782835163,249874.05290172712
4215,455000.0,5,380000.0,389355.22510896553,387122.7657274906
4216,1800000.0,2,,958586.5694003213,821771.9059905371
4217,420000.0,3,,372042.6985645491,380570.0910318385
4218,1500000.0,1,,823493.2402336794,775221.9348768495
4219,680000.0,1,,896949.189406244,876279.3979757413
4220,371274.0,5,,421782.46996929974,403200.72031438677
4221,7100000.0,5,6645000.0,3254931.04095567,2847993.389110193
4222,540000.0,1,,605108.9640625276,613908.4021935161
4223,1300000.0,1,1300000.0,1485069.0807961458,1448745.5887835096
4224,190000.0,2,180000.0,210405.04102032207,202016.8957985466
4225,415000.0,4,,594219.4474686728,591105.7881003377
4226,690000.0,3,,503419.4378296159,501517.684546987
4227,465000.0,1,465000.0,427488.62800810905,422586.5476930851
4228,200000.0,2,300000.0,288164.37650039047,290197.0431484974
4229,530000.0,1,290000.0,236711.53858401955,226608.38110018018
4230,880000.0,3,,717698.1499920832,695678.6997885086
4231,650000.0,1,,803076.8819352518,725007.2972434714
4232,370000.0,5,360000.0,352295.5852681863,345191.46544174844
4233,364350.0,2,364350.0,287663.90184798406,279066.94025956746
4234,2550000.0,2,2625000.0,1602724.953767426,1464531.2528421478
4235,385200.0,4,385200.0,266296.2552734429,258209.58295992177
4236,650000.0,4,,588203.4350601294,602366.4861578395
4237,1750000.0,2,1650000.0,1145036.473617558,1112188.0576762233
4238,645000.0,5,650000.0,719980.4336226904,712930.2939034218
4239,300000.0,1,,327349.1619169838,326132.6720940536
4240,310000.0,4,,312895.49111568776,315510.32255193323
4241,375000.0,1,330000.0,398558.34125891444,382739.2740943559
4242,1990000.0,4,,2301821.451893838,2123969.4757405818
4243,320000.0,2,,312630.8229685609,306670.5399632199
4244,350000.0,4,630000.0,580390.6601029692,571556.9287592614
4245,470000.0,1,,463888.5561445248,443175.00678640633
4246,409000.0,2,,355235.4976440279,356330.65323155373
4247,640000.0,4,595000.0,703304.7097769135,701219.516707053
4248,370000.0,3,400000.0,412514.733021823,409503.420390528
4249,700000.0,4,775000.0,1065962.383020229,962981.7598402109
4250,3500000.0,1,,2385227.9329191563,2264342.231840851
4251,890000.0,3,,795713.3634468161,813360.6751928385
4252,700000.0,2,,662507.1515336962,641485.2794483531
4253,1850000.0,1,,1317512.138840683,1214208.549469047
4254,386000.0,4,386000.0,388858.636626524,391613.70589205984
4255,700000.0,3,,523712.67030826624,515298.9407163297
4256,720000.0,5,587208.0,544129.4820278042,535616.4262894115
4257,330000.0,2,,391487.944252118,388186.42935127235
4258,390000.0,4,,394620.71412559727,389658.85970156203
4259,455000.0,2,425000.0,458091.4102115078,440738.8921231183
4260,360000.0,2,370000.0,370241.3219506443,369848.7914911595
4261,250000.0,3,430000.0,325706.6618765725,311831.01478642394
4262,320000.0,5,450000.0,403000.33210642665,399726.38224437425
4263,200000.0,4,,189325.76970077187,185443.83591632132
4264,390000.0,4,450000.0,614469.0997016917,601478.5802588281
4265,1450000.0,1,950000.0,1030973.39015816,983935.8425457666
4266,770000.0,5,,888085.8173934321,882058.6126436928
4267,530000.0,2,550000.0,531423.8658495656,521656.2850088811
4268,2100000.0,3,1950000.0,1340006.356113825,1267046.9112161254
4269,1000000.0,2,,1157548.430428971,1195092.0271550717
4270,515000.0,1,,399123.82403670484,398585.4188055884
4271,370000.0,4,,476498.94308427494,455888.7220310004
4272,590000.0,4,,387879.7500008947,385959.5177786743
4273,2100000.0,4,2000000.0,1124111.9145308645,1069568.0787889306
4274,700000.0,4,,776817.6248406541,769902.9508870908
4275,420000.0,1,,386064.41905443196,381885.95554212935
4276,370000.0,5,350000.0,362599.0539483496,356573.02796151856
4277,573032.0,1,560000.0,525006.5369185358,515967.14650934265
4278,370000.0,2,,335141.3879624588,327873.9446513302
4279,400000.0,5,456000.0,492566.1597798134,482819.9358258126
4280,900000.0,3,,503721.2004423943,466655.5857808657
4281,450000.0,5,450000.0,398534.893052276,381883.51658443327
4282,700000.0,1,750000.0,762055.6567268224,767714.0891099281
4283,370000.0,3,,423343.76156635553,419183.27387041267
4284,430000.0,2,,438045.99991801655,430373.574501121
4285,2000000.0,2,,1206614.8252598566,1197420.0170443852
4286,545000.0,1,,627775.1968403193,630460.4583749617
4287,285000.0,5,315000.0,300539.5368360709,299939.08166708087
4288,985000.0,1,,1105963.1322255982,1060552.921162663
4289,280000.0,2,,340235.7908037283,332992.1502972857
4290,270000.0,3,,259310.30993958653,260128.28652259926
4291,2800000.0,1,2650000.0,1771508.26389146,1497927.3026994437
4292,180000.0,4,,231829.06041718525,229538.90426939673
4293,1750000.0,3,,838535.9979502454,809569.1180011083
4294,500000.0,3,,769365.9365928106,744004.6376068126
4295,300000.0,5,,235760.0441265829,241125.23179699914
4296,1550000.0,2,1400000.0,1323789.6180222677,1257807.1041492987
4297,410000.0,5,370000.0,407887.09599414613,405754.3812170997
4298,1400000.0,3,1260000.0,997952.7263352615,909691.5043464687
4299,640000.0,3,,463088.8333164228,458474.30868064857
4300,1050000.0,2,,1239034.1085580166,1299416.5479820578
4301,250000.0,5,,274315.28414226085,264176.55958983843
4302,1180000.0,3,1100000.0,1491710.9300140198,1409513.373482188
4303,790000.0,2,820000.0,541341.6324159397,525153.9869537129
4304,699000.0,1,,791534.6180193352,810159.1895911382
4305,300000.0,2,330000.0,288019.32331634476,277306.48789595923
4306,400000.0,2,,258561.50021758472,244010.7872279543
4307,284999.0,5,290000.0,236133.96883677223,231992.078213713
4308,450000.0,2,,510933.6641767366,452661.62522135826
4309,591801.0,4,,502841.4966482085,492095.0429664901
4310,380000.0,3,382500.0,404886.62656286603,402712.68679810653
4311,460000.0,3,385000.0,363951.4655880228,354654.95818273217
4312,607000.0,1,618000.0,583281.2626017482,568831.8392659817
4313,650000.0,2,,636759.1972701809,619616.4612515877
4314,433000.0,1,375000.0,371947.57478624873,368741.0545524919
4315,640000.0,2,785000.0,620195.9560637301,602716.7775667135
4316,332700.0,4,,363746.350104256,354374.3706866007
4317,560000.0,1,546000.0,525299.0644307389,524766.6426552612
4318,300000.0,5,,326235.692510034,313089.1106734493
4319,590000.0,2,620000.0,579267.4926070579,562711.9322695807
4320,340000.0,2,600000.0,445276.28549116035,417832.8546530417
4321,270000.0,3,,186670.83563440933,180775.61193901408
4322,285000.0,1,580000.0,349620.2989351572,342447.0694529506
4323,290000.0,4,380000.0,329011.0149098637,315831.80658989336
4324,570000.0,2,550000.0,537596.5991485569,530587.0793339828
4325,600000.0,5,,461663.6322571399,444968.77693669515
4326,255500.0,3,255000.0,279459.8806609415,276406.6998015057
4327,352000.0,5,,339933.5306180411,347742.086501853
4328,180000.0,5,,202297.26669749996,190179.06970540734
4329,300000.0,1,460000.0,349166.1585323906,347043.8393719357
4330,390000.0,3,390000.0,376020.2121079613,370577.4266538378
4331,614419.0,1,1072000.0,649606.4014834746,594059.720987544
4332,2900000.0,2,,2273047.5673930575,1840433.04494915
4333,980000.0,4,,730140.9270717246,793466.0160244445
4334,520000.0,2,560000.0,588052.9043717585,574848.3599758251
4335,530000.0,3,,393897.06174516084,384944.8417001662
4336,290000.0,4,325000.0,401507.18572786485,391283.8277992954
4337,410000.0,4,,255612.43370083853,239740.39263378177
4338,1100000.0,1,1190000.0,1429113.2519835331,1369067.1269038413
4339,390000.0,3,,342911.8823440352,345432.8825815583
4340,360000.0,1,,419832.39514392236,416245.77622752584
4341,1290000.0,3,1270000.0,1335031.4731613195,1277188.6200784678
4342,750000.0,3,,765222.1104555463,736417.370551123
4343,560000.0,1,600000.0,507053.74930864415,494850.30694133136
4344,600000.0,5,,1394979.2185262637,1307645.3726167867
4345,500000.0,3,510000.0,481939.1828674533,484538.2528252943
4346,439000.0,3,,286863.8191431399,282742.6920420252
4347,420000.0,3,,359501.5283624084,342431.59200758673
4348,480000.0,2,,510475.7997323736,500943.3371662986
4349,850000.0,1,,851940.0799706014,854018.5349655725
4350,1300000.0,4,,1771156.8859857875,1684773.7495577852
4351,300000.0,4,450000.0,271387.0558180882,255628.69450074044
4352,550000.0,3,300000.0,334107.4432620652,316458.80167233426
4353,437940.0,3,368000.0,372896.94276184426,368220.8075325062
4354,490000.0,4,452500.0,386725.98379281623,379519.7863257304
4355,760000.0,3,,1059509.8916199224,962378.6339622942
4356,700000.0,1,730000.0,802978.5894356762,741121.2798205892
4357,400000.0,4,380000.0,348087.00215400563,343993.13212154823
4358,410000.0,1,550000.0,481691.14623449696,469932.54752749635
4359,205000.0,3,,253609.244958217,243508.9647059977
4360,790000.0,3,,736518.8200243388,674601.6140362088
4361,660000.0,4,850000.0,677930.0739594358,642927.3827420088
4362,600000.0,3,,602350.026101192,590915.9773772986
4363,850000.0,5,,739918.0019942147,694328.652367542
4364,1900000.0,5,,1883787.9288271642,1798603.6329330623
4365,250000.0,1,,283738.72053695965,273731.3152001336
4366,530400.0,5,650000.0,531802.41340005,529481.9784362774
4367,590000.0,2,,474069.86398507695,461180.69870500156
4368,350000.0,2,350000.0,420576.0877461097,400976.50193418004
4369,230000.0,5,,262675.7208037635,255196.6218533578
4370,698000.0,2,690000.0,763317.7348457822,738835.8418592209
4371,530000.0,3,560000.0,558188.5172101542,546761.8719524291
4372,730000.0,4,,764274.066466022,764597.7770413071
4373,498000.0,1,,407930.075436918,392664.5167774421
4374,850000.0,5,,841492.4295909649,818118.8368924968
4375,950000.0,1,1100000.0,976026.8119559414,955914.2120522012
4376,220000.0,4,,264964.3766480132,250489.4307168716
4377,2500000.0,5,2300000.0,1686175.3815691236,1612922.083325336
4378,850000.0,1,,1068778.2027545907,1045969.5589372596
4379,1300000.0,2,,823032.6284911948,808391.678887441
4380,1700000.0,1,2950000.0,1391170.1153506287,1320545.5625383584
4381,690000.0,2,500000.0,577479.0235048098,558240.5900309236
4382,1500000.0,3,,1331557.755491511,1252036.420413686
4383,550000.0,4,650000.0,520638.0732867416,510994.18557816034
4384,400000.0,4,,396393.6706287096,382069.5589488996
4385,155000.0,2,155000.0,235584.28853119403,232764.8556113197
4386,342900.0,5,,310277.37339530373,304740.04482816777
4387,670000.0,5,650000.0,544677.7148619794,524223.4618274567
4388,250000.0,3,,284196.26969089435,282690.6537576849
4389,820000.0,2,918736.0,887932.2612229836,800654.5461114553
4390,430000.0,3,,635144.5208446876,642238.71317451
4391,252480.0,3,,330174.05894589884,328188.67950269615
4392,550000.0,5,,489827.5285998615,483866.69238516584
4393,550000.0,2,,502486.32065652974,499658.109880065
4394,275000.0,5,,412303.1332185537,398099.60942211095
4395,780000.0,4,,531717.3818940928,492533.0211634556
4396,1400000.0,2,1250000.0,1162725.0884210812,1052387.3092344517
4397,348000.0,4,388750.0,365249.4369325771,357404.17329879384
4398,552000.0,5,450000.0,397996.7734775868,392996.6543000888
4399,360000.0,3,380000.0,412007.090988574,408765.12188556045
4400,1500000.0,2,,1056559.0845216555,1065088.835123692
4401,1500000.0,4,,1400581.5505601843,1262755.699172587
4402,360000.0,3,,320106.0392878756,311634.7334354639
4403,350000.0,2,360000.0,368145.716546007,367114.64498003584
4404,364350.0,4,364350.0,363874.0254048789,346383.30308852374
4405,550000.0,1,620000.0,544904.5629695307,529855.9481570858
4406,420000.0,3,,368243.4908553046,380090.2297680816
4407,630000.0,1,,692564.4140515542,682078.152279149
4408,610000.0,3,542500.0,533172.4012548474,524672.579615864
4409,690000.0,3,,588414.4161673872,581221.0605741068
4410,515000.0,3,,475773.26445737696,471731.6706889934
4411,304537.0,5,261000.0,251991.2560193776,244695.55122799915
4412,390000.0,3,,340807.96631612437,329612.93603419187
4413,395000.0,4,,549686.2100507568,557469.6265085744
4414,530000.0,2,549000.0,495822.5656359145,477379.7907542778
4415,615000.0,3,500000.0,539141.6776396636,532227.1852411827
4416,420000.0,1,,367054.109558194,364423.66058364086
4417,1100000.0,2,,710357.228028191,710458.0492063088
4418,415000.0,1,420000.0,390555.77595398965,394320.20536232175
4419,540000.0,4,,632013.4455149374,640402.3048583864
4420,380000.0,4,,372032.3165878468,373137.7899673007
4421,950000.0,2,,703252.0878837833,709624.7294581373
4422,550000.0,4,440000.0,416090.13311948563,402515.0998775946
4423,290000.0,1,385000.0,333645.88192808005,339363.23355855007
4424,415000.0,3,468500.0,379452.83539694885,378429.3082766084
4425,950000.0,4,,861580.6777419839,848526.9270151029
4426,315000.0,3,,359889.0495273996,355477.6388430599
4427,535000.0,2,455000.0,444478.73234448524,435030.4523691057
4428,1200000.0,5,1500000.0,1029810.6165959899,993928.4096330982
4429,290000.0,4,259000.0,262226.5516349583,260030.26943163335
4430,418000.0,1,,333629.6350312385,326045.4681060374
4431,360000.0,4,,323255.55709498073,313989.6877320917
4432,650000.0,3,650000.0,394005.00552684534,385289.3354094672
4433,330000.0,2,265000.0,349725.2129901766,345951.00668417645
4434,990000.0,5,950000.0,1001264.1448996258,973742.2993057609
4435,310000.0,4,,476621.02951917215,458055.1401452016
4436,289000.0,5,,311985.53023425554,310051.27445950406
4437,598000.0,2,602500.0,465532.5085725594,438556.9080910497
4438,500000.0,3,343500.0,366202.64105179324,360574.607278349
4439,493013.0,4,370000.0,352913.1292814224,346399.49447809876
4440,890000.0,3,882500.0,859730.7555466434,819472.3689568811
4441,510000.0,1,,543779.3004752464,526602.4965018614
4442,470000.0,1,470000.0,388860.6819852743,379800.39437645953
4443,745000.0,3,675000.0,556092.8680552035,528318.4787990503
4444,250000.0,4,,238522.49002712814,232232.31145613422
4445,730000.0,5,,673537.4085338396,633750.863535956
4446,680000.0,2,,463245.71105782676,439540.61816458637
4447,1280000.0,3,1300000.0,1283181.6287978482,1240985.9235867022
4448,530000.0,1,440000.0,405035.6491257202,399537.7459666783
4449,616000.0,4,607000.0,553974.0128687734,553320.195593086
4450,850000.0,5,890000.0,900814.1650508739,881099.7811339219
4451,1300000.0,2,,1519614.036677744,1408247.1085604145
4452,2500000.0,2,,1065685.5125414475,904135.9521788971
4453,1100000.0,2,980000.0,970871.4638432008,988080.5507639841
4454,650000.0,1,,375312.312603587,356063.2667372498
4455,337000.0,5,425000.0,328297.15067391796,324857.5791950571
4456,430000.0,5,460000.0,335178.4274898167,329919.7893697844
4457,400000.0,3,,461454.4392347045,444748.07995334134
4458,550000.0,2,410000.0,471418.7425279017,454940.4933815583
4459,250000.0,1,325000.0,250323.74263477678,243057.76102613113
4460,390000.0,3,,429394.06601121154,433178.56766442256
4461,510000.0,2,,615825.6830944719,616313.5040033982
4462,2800000.0,4,,2718928.4445512975,2417633.3759766086
4463,816000.0,1,921000.0,918154.9259972132,899662.2740189368
4464,366700.0,1,,453203.00213975133,451871.9648475299
4465,850000.0,1,,935869.705571416,933155.85487656
4466,700000.0,2,863000.0,1107228.3500085592,1122791.138093107
4467,240000.0,4,240000.0,182453.43896849258,172698.66874562504
4468,420000.0,4,,407118.15148360457,397844.89138918393
4469,355000.0,3,,305085.7942933647,306994.35820347525
4470,330000.0,5,,375245.7378678385,366348.70300718566
4471,450000.0,1,,425442.3607148525,430158.69102162594
4472,1800000.0,2,,2379350.4537975523,2163014.670956927
4473,300000.0,5,312500.0,362555.67825591203,359852.1269062202
4474,315000.0,3,,318897.1566123,316308.9162812425
4475,515000.0,3,550000.0,542646.3176722518,539435.0451405174
4476,390000.0,3,,434490.6602330593,443957.98510896676
4477,317000.0,1,315000.0,239146.49735984905,237191.44599430755
4478,480000.0,4,475000.0,486328.96752271865,480617.490022931
4479,1600000.0,1,,1029575.7552277714,997911.2155557318
4480,500000.0,5,,488059.14992561506,477648.1965141626
4481,345000.0,3,370000.0,376405.3715145007,375564.49837388186
4482,450000.0,1,,389630.4936445166,375918.18036178994
4483,250000.0,5,,139998.3821479571,139529.63809304804
4484,420000.0,3,430000.0,408314.77936309745,407610.0116050072
4485,1260000.0,1,,1348915.9973556255,1178462.0144763216
4486,890000.0,5,900000.0,785205.8710062879,778097.221891048
4487,289999.0,3,299999.0,217547.01793257825,214286.3106852024
4488,1200000.0,3,,1147479.0594840092,1079391.033972807
4489,2230000.0,1,,1543626.8151068543,1346869.8163071654
4490,275000.0,5,,438025.85178601387,415985.6482728937
4491,280000.0,4,,398204.7456082943,385945.2834925496
4492,250000.0,5,,164871.16065507347,154802.15213067437
4493,900000.0,2,916500.0,836358.4998660218,838504.6406081568
4494,330000.0,2,250000.0,300988.1575445715,296589.04694910854
4495,315000.0,3,357000.0,370939.05130249046,370257.37922144076
4496,350000.0,1,,300653.52579898137,288190.22651459445
4497,2000000.0,3,1950000.0,1187307.2930339165,1108314.0326394222
4498,3100000.0,2,3200000.0,1894284.1567189791,1657410.645965796
4499,500000.0,3,,540113.0802277494,456533.0603014915
4500,800000.0,1,800000.0,784513.6050619917,777696.1813491513
4501,365000.0,3,625000.0,569235.0121576303,574447.8084898066
4502,570000.0,3,570000.0,528614.2878204336,512718.80739988794
4503,360000.0,5,,392003.2702483543,378005.92383709573
4504,460000.0,3,,488653.36995991523,484550.5639230214
4505,1100000.0,5,,1009113.0437818137,1018265.2574011429
4506,3100000.0,2,3109500.0,2480242.975015223,2009031.0140957278
4507,860000.0,4,990000.0,828390.305720858,831708.6412193804
4508,490000.0,4,,494934.4860133922,500051.9824369946
4509,450000.0,5,360000.0,373300.16220651276,372389.3701581745
4510,3500000.0,2,,2084076.9409903313,1737405.058028941
4511,495000.0,2,550000.0,507909.18677417113,486560.2258742762
4512,685000.0,5,570000.0,590197.5300021641,592977.8755945115
4513,199000.0,2,200000.0,192722.74107741896,199007.64477083695
4514,790000.0,4,,836600.1924796354,797137.3581521421
4515,800000.0,4,,980100.4968745488,939374.7359249565
4516,470000.0,2,,519327.299835476,502501.556336561
4517,560000.0,4,,532417.9798616742,523379.3638638709
4518,470000.0,3,398000.0,400782.1224280249,400915.76779150683
4519,173000.0,3,160000.0,205172.45609447666,201329.13334189955
4520,1100000.0,1,,1186139.3919681509,1204057.277854455
4521,950000.0,1,750000.0,482730.41629425174,480051.54074072477
4522,890000.0,1,,610715.7007281879,598274.0765362172
4523,420000.0,2,425000.0,348787.51645207277,344468.6784857281
4524,800000.0,4,695000.0,620893.4561753615,617259.7452737539
4525,260000.0,5,,236417.81525487095,232462.76978338853
4526,590000.0,2,620000.0,601760.9195512142,590949.3578108707
4527,650000.0,1,600000.0,611678.5651120633,611817.3177003614
4528,1190000.0,2,916500.0,875336.0061442981,867775.1965355881
4529,2950000.0,2,2190000.0,1529396.4715859462,1406748.2459604552
4530,375000.0,1,380000.0,369666.9759967688,373404.71141400683
4531,352500.0,3,360300.0,360640.00811892486,350625.7189044782
4532,700000.0,2,,746212.4153139618,727890.7296472824
4533,550000.0,3,350000.0,457663.1706367156,442304.185100399
4534,280000.0,1,,292124.945741757,278272.79858620936
4535,370000.0,2,270000.0,296927.39669987775,297331.63039393065
4536,450000.0,1,330000.0,392496.0671363159,385866.7480923634
4537,420000.0,3,420000.0,403102.55383298034,396216.94984933874
4538,1500000.0,5,,784256.6150475,757429.3668661843
4539,1190658.0,4,975000.0,943533.3287627036,852971.835918612
4540,800000.0,5,,1354581.9737877327,1270491.3614427703
4541,420000.0,2,410000.0,415564.498392669,416147.3821439228
4542,299000.0,4,353000.0,364391.3543795951,364823.0504964196
4543,360000.0,3,369500.0,336228.3581741889,348567.0117020924
4544,400000.0,1,,348167.9256334138,335984.3057525657
4545,300000.0,4,,299362.8532805134,305203.8600297211
4546,280000.0,3,,375542.66358717903,361720.9848669148
4547,450000.0,5,,410540.0385753704,401207.02556626836
4548,490000.0,3,,481604.303044995,482454.8303622435
4549,930000.0,4,,706069.7200792626,703150.3496664248
4550,1100000.0,4,1050000.0,935456.097833758,894294.2293394686
4551,800000.0,2,,981306.6218021445,989761.5648241079
4552,3500000.0,5,3450000.0,2245278.357250273,1900633.3093533642
4553,390000.0,1,410000.0,408959.6072959342,409863.4400232198
4554,550000.0,4,,844042.9367848375,790045.2653900853
4555,275000.0,1,,282025.54590689804,280747.96164720826
4556,340000.0,1,365000.0,365441.78773995285,356653.0138903096
4557,475000.0,5,565000.0,583233.8590050761,576000.4031601516
4558,1250000.0,5,,1826656.9660587145,1666120.6214143555
4559,900000.0,5,,1148733.5698602546,1082118.7174674175
4560,1100000.0,3,1100000.0,1023028.9069180357,978934.4940631377
4561,370000.0,5,360000.0,366354.59472714853,365213.244124222
4562,399000.0,1,,533142.8834114516,511052.25380290975
4563,370000.0,2,374500.0,356709.8539076422,356571.3520401329
4564,295000.0,5,220000.0,234888.253947874,222502.1449356621
4565,2800000.0,3,,3056609.437843039,2668453.90343777
4566,475000.0,5,,384460.22794060165,400063.9716630125
4567,560000.0,2,573032.0,543719.8829968177,534551.1480244588
4569,380000.0,2,450000.0,304594.8091821212,294468.0102770352
4570,600000.0,5,600000.0,679558.0267472991,666585.9721408134
4571,369000.0,2,360000.0,361524.0796882556,363093.45487450616
4572,480000.0,1,,392973.88348716765,381274.49425329024
4573,330000.0,4,329900.0,351568.5916625483,351752.62437996676
4574,680000.0,2,570000.0,760632.9202528726,745986.072641746
4575,850000.0,4,850000.0,1066506.920759745,1074144.044608687
4576,1350000.0,2,,1196061.4683830908,1037541.1623766316
4577,200000.0,3,,334707.90250608907,324447.92068968195
4578,550000.0,1,,468851.222305515,443915.1171822811
4579,185000.0,1,,227931.01133940739,221515.50716675198
4580,285000.0,3,,355617.10116109235,350681.12000997213
4581,850000.0,3,750000.0,963501.8988480568,918916.1927317969
4582,271000.0,1,,253257.67730931708,256936.79206854658
4583,560000.0,5,,595012.2128873451,600610.2857651843
4584,630000.0,4,,1026167.7051431619,1039956.3813022969
4585,295000.0,3,370000.0,336553.3321522898,337451.5674384888
4586,430000.0,3,475000.0,493772.0383375221,490224.73444532376
4587,530000.0,2,,269831.2437911332,259931.7499121038
4588,300000.0,3,210000.0,269672.4044650501,267741.4645569988
4589,1050000.0,2,860000.0,957259.6610776163,971418.3659547662
4590,600000.0,2,,769226.647814016,769941.3285156072
4591,380000.0,1,392500.0,388445.4879695233,392040.5757822982
4592,240000.0,5,350000.0,305509.64478681487,293098.35630596505
4593,580000.0,2,580000.0,585035.3094538223,573655.2933538693
4594,3328151.0,1,3050000.0,1728310.4023742022,1555226.4606093883
4595,740000.0,5,,959919.1606000853,934666.120544249
4596,420000.0,3,482000.0,393103.2965082131,387043.7771403801
4597,598000.0,5,430000.0,545459.0886842572,533774.8374448983
4598,300000.0,1,,400532.6948148875,392758.2235161026
4599,370000.0,4,,366250.2599100758,350868.53180584474
4600,290000.0,1,,258598.1833605288,249590.78887584925
4601,452727.0,4,332500.0,320745.5955279135,323700.85069967527
4602,320000.0,2,,319192.4208201861,309538.11513224145
4603,630000.0,4,580000.0,633032.6818974926,648377.1267272183
4604,500000.0,2,,473548.73018888046,470187.65445327305
4605,1100000.0,3,,1633863.638716267,1548052.9397497422
4606,355000.0,4,,349843.8140385128,357775.1271153936
4607,385000.0,1,,319604.8734036195,313834.25213787594
4608,350000.0,1,400000.0,345819.74463596224,345423.3747294579
4609,680000.0,2,550000.0,645613.3983972082,634616.971285385
4610,2400000.0,4,,1869734.0319668278,1676051.5888320738
4611,790000.0,3,,778804.758086644,769690.3919320847
4612,450000.0,2,,670924.9555105433,576115.6479778074
4613,250000.0,4,,340337.11559694266,334387.15636540635
4614,350000.0,5,342500.0,383573.61146100855,386081.99199075333
4615,867833.0,5,860000.0,1085525.9486197438,1098234.515547877
4616,550000.0,3,,462546.59584447107,436288.4243623475
4617,850000.0,2,,777140.1361708097,789234.4769001688
4618,790000.0,5,830000.0,998658.2446893335,979152.5566493035
4619,185000.0,1,175000.0,168187.35934294813,162163.07962009535
4620,550000.0,4,449500.0,381542.44480336615,379652.1220918919
4621,550000.0,1,,581041.1198859041,574592.9832806259
4622,370000.0,2,280000.0,354142.05294362444,341477.8918784222
4623,760000.0,5,,764930.6073364473,744921.9647710463
4624,1480000.0,3,,1520272.7064761668,1471803.1778808201
4625,175000.0,2,,207330.9331943204,203599.3058120652
4626,1315000.0,4,895000.0,936384.4377943489,914090.9094149105
4627,930000.0,5,,808673.3269141924,790127.4384018631
4628,650000.0,4,590000.0,465350.05993931886,437053.1982717573
4629,460000.0,3,,350171.60624786577,341837.86134442466
