Id,preco,fold,xgb_bruto,lgb_bruto,previsao_correspondencia,especialista_caros_calibrado_cf
4428,1200000.0,5,1261419.057846069,1318643.16991223,1500000.0,1356384.2276307326
4429,290000.0,4,984873.7120628356,966382.55294207,259000.0,670038.3569832073
4430,418000.0,1,1057129.0254592896,1083039.3547314934,,1075192.5201163192
4431,360000.0,4,961020.290851593,980858.4848158106,,983501.4057443148
4432,650000.0,3,957775.8312225342,1008569.4033745849,650000.0,822110.0867031484
4433,330000.0,2,940644.4430351256,1143876.0569818208,265000.0,638409.5217332694
4434,990000.0,5,1029630.184173584,1042175.5799970255,950000.0,1001374.5556080522
4435,310000.0,4,1032326.340675354,991982.4642225526,,1035051.6915273513
4436,289000.0,5,938241.481781006,1002519.5643636688,,967164.5382102368
4437,598000.0,2,1068400.1445770264,1030872.0759216824,602500.0,834564.7001304346
4438,500000.0,3,999111.1755371094,1080292.0515530682,343500.0,685725.7776041912
4439,493013.0,4,966780.722141266,918202.2182888438,370000.0,706848.0936305063
4440,890000.0,3,979691.0881996156,1084353.4734456665,882500.0,958672.1382291291
4441,510000.0,1,1043357.253074646,999418.160703326,,1042518.7810791
4442,470000.0,1,1006538.2719039916,1147880.1734096904,470000.0,751128.0984891312
4443,745000.0,3,1137526.3929367063,1121384.5813719889,675000.0,901483.7173021779
4444,250000.0,4,878441.572189331,950682.6420864888,,919024.2678828829
4445,730000.0,5,971215.7249450684,1042559.0192898198,,999669.7015003235
4446,680000.0,2,1013961.672782898,1081034.6544290483,,1035615.1142538537
4447,1280000.0,3,1154770.9703445437,1197716.4967993102,1300000.0,1232199.4765304835
4448,530000.0,1,954340.7559394836,1061218.0860770089,440000.0,708326.685089731
4449,616000.0,4,1028614.5210266112,990038.8097752832,607000.0,847410.9083826531
4450,850000.0,5,1099711.6565704346,1125908.8487329718,890000.0,1011912.1930143904
4451,1300000.0,2,1580500.4835128784,1636073.346035111,,1519888.0500227679
4452,2500000.0,2,1674264.669418335,1757114.0087971878,,1603256.0633510128
4453,1100000.0,2,994876.2059211732,972830.3770758256,980000.0,995384.6775944591
4454,650000.0,1,965299.5467185974,1041802.3379093066,,1007512.1142868683
4455,337000.0,5,924754.3811798096,1019211.5491474844,425000.0,731900.304169704
4456,430000.0,5,931055.48620224,996189.4568152768,460000.0,745687.3947174049
4457,400000.0,3,879489.004611969,1008990.3608804764,,931718.0496437862
4458,550000.0,2,978345.3941345216,1021175.307671556,410000.0,709318.7152618823
4459,250000.0,1,1032709.3601226808,1115728.5434019591,325000.0,667809.9663279934
4460,390000.0,3,904578.8645744324,935482.2490262772,,929826.4857780484
4461,510000.0,2,915767.788887024,973109.039418701,,946374.8413095251
4462,2800000.0,4,2563692.092895508,2568353.1598846186,,2430736.6579941083
4463,816000.0,1,1012057.900428772,1105947.2500934026,921000.0,994284.655992499
4464,366700.0,1,976519.1078186036,1008207.4459286828,,1004495.6311361237
4465,850000.0,1,1171052.33669281,1296958.3833453103,,1205128.0820020647
4466,700000.0,2,1028135.8957290648,1136526.068577943,863000.0,966429.5407158711
4467,240000.0,4,843140.0060653687,902605.9116242784,240000.0,600832.1117728178
4468,420000.0,4,934620.3207969666,941814.443694252,,955284.2205503905
4469,355000.0,3,925779.7598838806,1020777.9282686348,,966043.1226944583
4470,330000.0,5,985912.024974823,981260.2466886436,,992173.5791056022
4471,450000.0,1,954340.7559394836,1061218.0860770089,,1006531.978260483
4472,1800000.0,2,2926665.067672729,2746049.5051210914,,2560891.8704669992
4473,300000.0,5,912418.6038970948,921319.428683802,312500.0,660442.4804215385
4474,315000.0,3,946824.2526054382,1002423.4773273604,,975546.0917394488
4475,515000.0,3,984653.9497375488,973169.9963439936,550000.0,772327.519426568
4476,390000.0,3,931181.9672584534,980125.3480429172,,959277.9529005764
4477,317000.0,1,975326.7168998718,1153455.9954567866,315000.0,658021.4048317837
4478,480000.0,4,982859.9691390992,921616.4641229468,475000.0,760913.3932683828
4479,1600000.0,1,1292156.5771102903,1153242.744375541,,1235947.806850749
4480,500000.0,5,984742.7010536194,1007032.3083290816,,998569.839939011
4481,345000.0,3,935154.2592048644,990780.7992286636,370000.0,667578.8973958677
4482,450000.0,1,872622.4899291992,1010493.2160103186,,941655.880177567
4483,250000.0,5,942924.14188385,953731.4664426268,,956623.1367489952
4484,420000.0,3,910376.7275810242,1077584.4366642286,430000.0,705830.1477894132
4485,1260000.0,1,1473455.6674957275,1506129.9146979277,,1442026.8685244604
4486,890000.0,5,926653.6235809326,1013541.099013699,900000.0,941384.5639935994
4487,289999.0,3,932207.7035903932,1039300.4068364492,299999.0,637677.2933440611
4488,1200000.0,3,1065829.2770385742,1120791.8233011055,,1085561.6831924669
4489,2230000.0,1,1949631.4525604248,1976498.4335706376,,1843687.675254824
4490,275000.0,5,1065329.3132781982,1079538.620669844,,1070641.898055262
4491,280000.0,4,1016463.1605148315,1008999.0136893748,,1028641.0066763281
4492,250000.0,5,945891.499519348,1025939.9810522284,,978643.324511716
4493,900000.0,2,1025576.5914916992,1131521.098204741,916500.0,991561.5926975112
4494,330000.0,2,957707.8223228456,1057467.570629422,250000.0,624496.2780462253
4495,315000.0,3,913221.538066864,1003849.6213219176,357000.0,656703.7385216393
4496,350000.0,1,994052.231311798,1128929.5598096915,,1050423.3106989597
4497,2000000.0,3,1508894.324302673,1606615.9382720485,1950000.0,1702685.9499109052
4498,3100000.0,2,2581096.410751343,2550091.952765909,3200000.0,2587652.070659653
4499,500000.0,3,1229980.826377869,1225379.2631818636,,1220996.917029184
4500,800000.0,1,969465.434551239,1002183.6791692342,800000.0,901814.1577704529
4501,365000.0,3,952966.2132263184,1014940.736018985,625000.0,808903.3509752998
4502,570000.0,3,995170.2952384948,1021510.0060251268,570000.0,793134.201842686
4503,360000.0,5,930535.3164672852,1066585.7666187268,,979981.6800369459
4504,460000.0,3,891334.2952728271,1036244.502719924,,946731.9242580578
4505,1100000.0,5,1132624.5069503784,1249755.6198153284,,1160560.0360286466
4506,3100000.0,2,3061647.891998291,3017393.972529876,3109500.0,2713121.9337958707
4507,860000.0,4,970112.3237609864,991162.7487486112,990000.0,999063.6995791978
4508,490000.0,4,906607.985496521,1013103.5877526128,,954618.1438306987
4509,450000.0,5,953046.0238456726,1046536.0244355128,360000.0,716929.766898838
4510,3500000.0,2,2551283.121109009,1800888.2756427485,,2164109.314244415
4511,495000.0,2,925112.48588562,997070.7375595468,550000.0,763003.1519066963
4512,685000.0,5,948568.8209533693,904841.027047193,570000.0,784885.9060719688
4513,199000.0,2,981682.7774047852,1049974.4420827792,200000.0,604231.975158615
4514,790000.0,4,1131896.0189819336,1000636.547587791,,1104932.3060399976
4515,800000.0,4,1181344.1514968872,1213961.6159164673,,1193010.852298616
4516,470000.0,2,938349.0085601808,951284.821343038,,957629.458863921
4517,560000.0,4,1028614.5210266112,990038.8097752832,,1032020.6545125401
4518,470000.0,3,935154.2592048644,990780.7992286636,398000.0,682254.0994790096
4519,173000.0,3,967959.16557312,991882.667834228,160000.0,566010.8589426634
4520,1100000.0,1,1053266.882896423,1098791.8933661028,,1077438.6884746205
4521,950000.0,1,1008526.6828536988,1167604.0117863887,750000.0,910991.6620217147
4522,890000.0,1,1720077.0378112793,1438381.0878422388,,1565725.907751309
4523,420000.0,2,920341.432094574,1051825.3663942134,425000.0,704176.9555312442
4524,800000.0,4,960919.5590019226,1029261.662713336,695000.0,869830.0468761884
4525,260000.0,5,1007775.1874923706,1034377.706549318,,1021048.7719791329
4526,590000.0,2,930628.9553642272,1013505.5672805164,620000.0,802300.842036079
4527,650000.0,1,1040025.234222412,1090771.9425927666,600000.0,819988.9991145318
4528,1190000.0,2,988051.8913269044,1063885.1177452025,916500.0,973081.1084488581
4529,2950000.0,2,1685600.6383895874,1767686.074568353,2190000.0,1836876.7788069583
4530,375000.0,1,967089.056968689,1086935.762165784,380000.0,681323.250519705
4531,352500.0,3,928150.713443756,1012971.1800785792,360300.0,664058.6076580852
4532,700000.0,2,934662.5804901124,1033849.6223558028,,971656.4346080575
4533,550000.0,3,921321.9285011292,1086842.4414416498,350000.0,668482.5465340874
4534,280000.0,1,949116.587638855,1105273.3386585752,,1016256.6824667834
4535,370000.0,2,999433.6366653442,1080603.6238754971,270000.0,650167.2857514102
4536,450000.0,1,952578.3658027648,1057742.9234672752,330000.0,644448.4359872865
4537,420000.0,3,909142.9710388184,1075311.7455818767,420000.0,699905.9520662709
4538,1500000.0,5,953783.9889526368,1205918.7754311825,,1033659.8813076034
4539,1190658.0,4,1080660.8200073242,1011222.2566110838,975000.0,1033216.5105009258
4540,800000.0,5,1700945.258140564,1772133.2136071615,,1658230.355325122
4541,420000.0,2,944989.1448020936,1130878.758045487,410000.0,713479.3409367193
4542,299000.0,4,981072.48544693,991191.8330041476,353000.0,715743.0829789668
4543,360000.0,3,965003.9076805116,1019984.0196249436,369500.0,680277.0468942209
4544,400000.0,1,1006883.8596343994,1079043.6723043043,,1043648.5907357039
4545,300000.0,4,973556.399345398,950873.8096252396,,984296.5373339274
4546,280000.0,3,887313.187122345,918900.443702886,,913857.056204072
4547,450000.0,5,938302.755355835,1065406.8234131658,,984690.6689153959
4548,490000.0,3,943129.1222572328,1075449.9847306716,,991725.489586511
4549,930000.0,4,1138351.559638977,1211275.451847244,,1163334.4058178766
4550,1100000.0,4,1266893.6252593994,1390632.0573006817,1050000.0,1187913.0091217638
4551,800000.0,2,1087704.1816711426,1229218.3728811285,,1115151.7227175946
4552,3500000.0,5,3003086.3285064697,2982257.46228944,3450000.0,2936902.8278653543
4553,390000.0,1,954340.7559394836,1061218.0860770089,410000.0,691248.63501485
4554,550000.0,4,1168846.0111618042,1287925.4981915115,,1203486.8878679003
4555,275000.0,1,898442.6259994507,1027308.50495289,,962447.100860772
4556,340000.0,1,897803.783416748,1181960.4929054144,365000.0,677019.0920619589
4557,475000.0,5,941286.8618965148,940279.4050095382,565000.0,786284.5868096421
4558,1250000.0,5,2067446.7086791992,2142302.016310882,,1980627.321565726
4559,900000.0,5,1073181.509971619,1141143.5802031094,,1092663.9819349034
4560,1100000.0,3,1139141.9172286987,1123093.5842752242,1100000.0,1117051.582749568
4561,370000.0,5,915402.2932052612,1018533.2525760372,360000.0,699558.0741032062
4562,399000.0,1,942241.7879104614,1148612.7466185866,,1024757.9047582553
4563,370000.0,2,925819.8142051696,1077760.5397083964,374500.0,682851.2512620399
4564,295000.0,5,914453.92370224,981280.211322826,220000.0,629699.7989559418
4565,2800000.0,3,3146317.24357605,3136567.451190872,,2891069.2268366343
4566,475000.0,5,892037.9281044006,997033.887552202,,935590.6044255943
4567,560000.0,2,953305.2444458008,1054449.3470719133,573032.0,789919.576803805
4569,380000.0,2,881747.9610443115,1077760.5397083964,450000.0,709219.8157903823
4570,600000.0,5,1016771.7933654784,1016946.1854963924,600000.0,839670.4141617428
4571,369000.0,2,989016.3540840148,1053889.0053127871,360000.0,690635.032368714
4572,480000.0,1,1038488.6264801024,1068391.9531949798,,1059672.462539141
4573,330000.0,4,1010933.3992004396,1038221.794603242,329900.0,723158.737993885
4574,680000.0,2,1028097.1527099608,1101974.2095355866,570000.0,815476.0781826129
4575,850000.0,4,982787.6687049866,1137544.299277216,850000.0,963773.6669786905
4576,1350000.0,2,1687380.1946640017,1309474.0151847885,,1527714.577913001
4577,200000.0,3,926148.1761932372,932361.7183458308,,943627.1459104226
4578,550000.0,1,980118.3342933656,1101794.9542455366,,1034064.2718228226
4579,185000.0,1,998051.1665344238,1090505.4636977594,,1041640.6436058553
4580,285000.0,3,942223.1316566468,1011414.495110898,,974742.8962256969
4581,850000.0,3,1047075.0331878662,1113720.011048223,750000.0,914012.2908900236
4582,271000.0,1,971637.7854347228,1058635.1992177004,,1016296.6798582982
4583,560000.0,5,920346.0812568665,974521.9617470312,,947735.9394227378
4584,630000.0,4,1101208.6868286133,1084213.619018906,,1105619.693157244
4585,295000.0,3,913221.538066864,1003849.6213219176,370000.0,663530.804301804
4586,430000.0,3,888219.1777229309,921778.1359888888,475000.0,698539.00666572
4587,530000.0,2,1024096.4889526368,1081493.8341094267,,1042642.7612310861
4588,300000.0,3,905964.6129608154,989190.4121624348,210000.0,574629.3491801544
4589,1050000.0,2,1000487.5659942628,1027291.9192589988,860000.0,944107.3557493514
4590,600000.0,2,933821.7973709106,1072315.8689201935,,978786.9161609887
4591,380000.0,1,976000.428199768,1111747.37527062,392500.0,694744.7198013315
4592,240000.0,5,960723.638534546,997667.1591397222,350000.0,706626.0047154396
4593,580000.0,2,956370.770931244,990618.0658520636,580000.0,786432.5597088222
4594,3328151.0,1,2632312.297821045,2901930.1284650536,3050000.0,2639870.011368306
4595,740000.0,5,1070444.4646835327,1165376.8119148142,,1097575.8663974397
4596,420000.0,3,935154.2592048644,990780.7992286636,482000.0,726112.6052137921
4597,598000.0,5,939000.8449554445,900977.6930503736,430000.0,718628.7748764656
4598,300000.0,1,942960.5007171632,1181960.4929054144,,1034937.8675323993
4599,370000.0,4,882492.3634529114,973319.781708448,,927710.4545652501
4600,290000.0,1,901624.0239143372,1110341.49503597,,988821.8437863385
4601,452727.0,4,1012463.927268982,1000637.8578981904,332500.0,718887.8208039227
4602,320000.0,2,932015.0017738342,1059709.1450218875,,975013.090903751
4603,630000.0,4,939139.2469406128,991712.4089012876,580000.0,804451.8416451372
4604,500000.0,2,1026643.6338424684,1161626.4876293938,,1060279.5478297316
4605,1100000.0,3,1247015.5954360962,1414222.1300453811,,1279484.42410115
4606,355000.0,4,912223.0410575868,966463.1294592064,,946336.5377385386
4607,385000.0,1,969452.5003433228,1047118.3492225368,,1011596.0546126134
4608,350000.0,1,971141.3383483888,1133129.295532958,400000.0,702025.9017593364
4609,680000.0,2,940699.7561454772,989760.534896236,550000.0,766546.7501577969
4610,2400000.0,4,2432994.12727356,2358090.564683018,,2296396.432960472
4611,790000.0,3,1031858.9210510254,1058599.8776095589,,1047045.3900276053
4612,450000.0,2,1169287.4431610107,1229471.202854308,,1170305.6706960779
4613,250000.0,4,954636.812210083,995526.3551505532,,982940.696128523
4614,350000.0,5,942734.1818809508,1001272.0117072188,342500.0,697872.0153540708
4615,867833.0,5,1015371.6802597046,1058285.6209203494,860000.0,960248.5088268786
4616,550000.0,3,855806.2314987183,946407.8200099354,,899549.1771039064
4617,850000.0,2,918021.5001106262,1040672.641693061,,961521.3218226456
4618,790000.0,5,1094789.1473770142,1065019.178738354,830000.0,974077.4166064017
4619,185000.0,1,1032709.3601226808,1115728.5434019591,175000.0,581152.687208467
4620,550000.0,4,1015879.75025177,1057454.3040100674,449500.0,782388.890230356
4621,550000.0,1,992890.477180481,1095058.3975996822,,1039841.6185033091
4622,370000.0,2,855214.2381668091,1068618.6478143602,280000.0,611569.3754903411
4623,760000.0,5,1025084.1379165648,1027089.8935346846,,1030211.8959642557
4624,1480000.0,3,1371635.07938385,1327111.135078744,,1339642.0678910625
4625,175000.0,2,953467.9055213928,1051825.3663942134,,988233.4839934797
4626,1315000.0,4,1087003.8270950315,1058825.74517504,895000.0,1007211.194024037
4627,930000.0,5,1132142.7822113037,1226136.2336382496,,1153783.3134177343
4628,650000.0,4,961353.9576530457,1008951.3514974138,590000.0,819413.4198582225
4629,460000.0,3,905301.3920783997,970310.456765728,,939260.9585613918
4630,690000.0,1,872323.8706588745,1008936.0117499812,,941012.2709913555
4631,3600000.0,2,3127332.2105407715,3246592.10623794,3800000.0,3046178.5499049416
4632,1250000.0,2,1423913.9556884766,1430294.5252043467,1250000.0,1295719.637486019
4633,550000.0,1,1095354.9146652222,1143423.765179049,,1115710.7482338839
4634,750000.0,4,931467.592716217,1071544.1067082589,785000.0,906751.3913414484
4635,600000.0,2,973172.7242469788,1256671.987354211,,1042597.8906649422
4636,200000.0,2,960692.584514618,1024378.7970135424,,987720.9144878639
4637,1495000.0,5,1355477.3330688477,1375086.547511279,,1336124.63206398
4638,690000.0,4,1037811.517715454,1036186.4293757896,,1050201.1136970595
4639,1300000.0,4,1385700.5834579468,1380585.8807601372,,1372230.8266682276
4640,606900.0,2,951691.210269928,985284.0375410268,,973679.5507477188
4641,912000.0,3,1021553.39717865,1099940.4989538752,1050000.0,1057005.048181717
4642,790000.0,3,1164142.13180542,1052339.2151546397,,1133800.0305956153
4643,720000.0,4,973926.5441894532,1066463.982388948,710000.0,886906.1931101093
4644,2100000.0,5,1822896.122932434,1908317.465642537,,1769509.1115434745
4645,370000.0,2,936949.4915008544,1051825.3663942134,306000.0,647079.0782345096
4646,831000.0,2,904476.9406318665,967769.0883548708,830000.0,895198.5077161533
4647,1550000.0,4,1970466.6137695312,2014163.3881720628,,1914376.1065768623
4648,645000.0,2,991331.2792778016,1001372.5923912649,,1004216.1363195883
4649,319604.0,1,1010618.6866760254,1080172.9874613346,331685.0,660791.1797182583
4650,1290000.0,1,1219424.605369568,1240595.4425900024,,1217747.985547958
4651,480000.0,2,979864.0012741088,1067595.197982855,471450.0,747215.0177137116
4652,360000.0,1,1002976.417541504,1062828.25968076,355000.0,669462.2426435633
4653,246000.0,1,919466.0782814026,1069942.5550457798,,987840.0636005756
4654,400000.0,1,969670.6533432008,1133129.295532958,330000.0,661761.2837570453
4655,450000.0,3,1022454.3809890748,1114436.8840434728,,1054934.8037456817
4656,550000.0,1,947736.1440658568,995186.5373665374,,983126.3830021027
4657,380000.0,3,914429.485797882,968536.6697591068,350000.0,647740.976309826
4658,900000.0,1,1456296.682357788,1420037.1202812004,,1407913.3480095083
4659,450000.0,4,847636.342048645,987555.7251506868,,907453.8375236704
4660,570000.0,2,949872.2553253174,1026236.0067325132,,980631.0019714991
4661,1400000.0,3,1447858.5720062256,1371555.967444737,,1400540.243894762
4662,280000.0,5,967570.5432891846,1073546.3436616086,,1005905.9230682335
4663,980000.0,1,1228723.7644195557,1241637.028144988,,1223566.9365849688
4664,220000.0,1,921323.9550590516,1082146.1005286947,,992557.002997623
4665,330000.0,2,909043.9081192015,1020227.1959991532,,951195.924029424
4666,200000.0,2,1015489.935874939,1126406.3541215416,184000.0,615566.8242262839
4667,650000.0,1,973030.149936676,1029809.8928077916,,1008702.6593514775
4668,465000.0,3,928959.6676826476,893456.7164906343,,935542.4605714743
4669,155000.0,4,954341.2327766418,993694.6177106611,160000.0,618014.075301823
4670,350000.0,1,890084.5050811768,1153455.9954567866,355000.0,664529.8649838006
4671,370000.0,1,1141503.8108825684,1216007.8041427832,,1164285.9375871804
4672,600000.0,4,991236.3886833192,1030823.4556825062,490000.0,787966.8523393755
4673,420000.0,5,932838.73796463,1162067.4614521733,400000.0,747853.5900030272
4674,890000.0,1,1114029.2882919312,1133661.370023605,750000.0,924446.41632194
4675,490000.0,2,945231.1992645264,936784.2834453476,625000.0,799502.8364039531
4676,680000.0,4,954047.8587150574,1029879.777540282,,991447.54154692
4677,458000.0,5,882319.0331459045,947651.8330721522,400000.0,694269.3294978408
4678,710000.0,2,929538.7864112854,1052857.5291672433,,971929.0527435112
4679,680000.0,2,939959.7644805908,1045525.308232186,,977655.0545543858
4680,340000.0,3,917965.531349182,986301.006700894,330000.0,641035.8113608802
4681,3550000.0,4,2357340.5742645264,2174219.719712666,3100000.0,2529903.335002356
4682,1600000.0,3,1301768.5413360596,1271020.1421997554,1100000.0,1182661.607799964
4683,487000.0,5,929286.777973175,989601.459397626,351500.0,695410.54817502
4684,700000.0,4,1006170.0344085692,1000598.790691346,440000.0,765671.8451286177
4685,450000.0,2,936566.412448883,1031429.5970060716,445000.0,716631.2326209104
4686,2995000.0,3,3348289.4897460938,3495398.733642767,,3097253.327718083
4687,300000.0,2,951992.2137260436,1035138.1697415408,450000.0,724118.9366305466
4688,350000.0,2,973060.7867240906,1077760.5397083964,370000.0,694210.4224943145
4689,3800000.0,4,3288505.792617798,3355822.839658489,3600000.0,3196734.7781077605
4690,630000.0,3,1080221.7721939087,1074587.38083814,625000.0,853025.7182261605
4691,700000.0,1,1026314.13936615,1154695.47602792,,1077416.8454201163
4692,520000.0,5,923430.0255775452,987606.9120185702,395000.0,712620.0399035062
4693,650000.0,2,887243.5688972473,984403.3570143476,640000.0,796550.5171013263
4694,250000.0,5,992895.9608078004,981280.211322826,,996702.7641581367
4695,2000000.0,5,1907545.4473495483,1906369.2558226583,,1821020.2703171405
4696,300000.0,3,954024.9705314636,1028382.1809581292,,987038.5313249034
4697,460000.0,5,873846.5309143066,1054663.6539171075,,939827.4394629188
4698,1000000.0,3,1043707.2515487672,1050020.1940196145,1050000.0,1055331.0023383235
4699,820000.0,3,911123.4545707704,953553.257013971,630000.0,790397.9170352179
4700,950000.0,2,1078215.8374786377,1065115.2156535992,1125000.0,1100155.579083244
4701,370000.0,2,933612.1678352356,1091696.915056242,401000.0,700611.4810867757
4702,365000.0,1,893134.355545044,1117176.142039239,,985649.6831420813
4703,445000.0,5,936656.8326950072,1030493.2138657948,,973918.0546445719
4704,370000.0,3,1011080.7418823242,1049929.1415879356,,1030903.452112046
4705,1800000.0,5,1051659.8224639893,890068.2289825195,1000000.0,1004916.7410432508
4706,750000.0,3,1028482.4371337892,1267668.8067333882,1600000.0,1357746.5520283463
4707,380000.0,2,1024908.4234237672,1032500.0801963584,,1033462.039280299
4708,550000.0,1,929030.4780006408,1048970.588675142,,987514.7374403693
4709,849000.0,2,948585.6294631958,1122478.7187034138,800000.0,911325.831597439
4710,1300000.0,4,1189759.9697113037,1278928.1196454768,,1215263.4501986562
4711,381000.0,5,916690.8860206604,1018533.2525760372,,957623.3343169151
4712,300000.0,2,917364.1204833984,1068618.6478143602,310000.0,645584.4053975526
4713,550000.0,4,961353.9576530457,1008951.3514974138,545000.0,799044.7664996021
4714,570000.0,4,989459.6934318542,1010363.328757959,552500.0,812427.2912048756
4715,750000.0,5,1142031.6696166992,1246036.5519693263,770000.0,993451.7855687896
4716,290000.0,2,901592.9698944092,1013034.305402407,,944583.2079233137
4717,360000.0,3,872319.4599151611,994331.5020173852,240000.0,581885.4471436007
4718,299000.0,1,887759.8643302917,1091933.4240102714,,974944.8748113952
4719,670000.0,4,946506.7982673644,1051328.8830135842,,991854.090173851
4720,274000.0,1,978983.8790893556,1047118.3492225368,,1017391.3729917237
4721,1100000.0,4,972874.879837036,953512.681680296,,984514.9940201441
4722,330000.0,4,880495.011806488,934309.282058142,,916165.4625973662
4723,455000.0,2,901207.5662612916,1042886.5346390272,455000.0,713036.1766906838
4724,2600000.0,3,2685380.9356689453,2680908.657681424,,2500870.3232909045
4725,420270.0,4,980416.2383079528,918202.2182888438,380000.0,716203.8006080171
4726,730000.0,5,1003218.6508178712,1005592.5127002478,704500.0,879348.2310705835
4727,2600000.0,2,2250875.473022461,2317619.07625893,,2070879.6157763284
4728,315000.0,1,976605.3557395936,1061804.3572354948,,1020242.981592302
4729,470000.0,3,1030465.841293335,1189590.216451454,,1079368.7839029345
4730,840000.0,1,952207.2076797484,999423.3404752996,,987100.2284481109
4731,1200000.0,5,1253943.2048797607,1318916.3758713717,,1256660.637162704
4732,540000.0,4,1059608.6978912354,999484.8346693268,590000.0,851954.7377660777
4733,400000.0,5,920306.384563446,987606.9120185702,395000.0,711577.9324837624
4734,1350000.0,1,1469361.0668182373,1522730.130104029,,1444291.9812047938
4735,290000.0,5,1024383.9025497437,1120903.968761561,240000.0,699720.6512626263
4736,330000.0,5,955509.5434188844,1033282.8640498192,350000.0,710999.0698324094
4737,345000.0,5,930819.1537857056,981280.211322826,280000.0,662321.2698717227
4738,460000.0,4,999024.5699882508,957637.4079424804,420000.0,747249.6256904613
4739,480000.0,4,1175719.6187973022,1346346.6741414578,,1223018.5794949804
4740,310000.0,5,910547.5544929504,993302.2674901008,410000.0,716018.4902905701
4741,290000.0,5,887057.6024055481,945695.3529659176,,918003.6245773532
4742,570000.0,2,952248.0368614196,968948.3361862366,570000.0,777471.7770310646
4743,320000.0,2,906889.4982337952,1011657.298977218,,947978.51215766
4744,600000.0,2,876315.0572776794,968948.3361862366,607500.0,774964.0948121549
4745,320000.0,1,957419.5742607116,1138513.3752832818,,1031019.1905827634
4746,1100000.0,5,1251346.3497161863,1243912.914759069,1150000.0,1192112.1710341738
4747,430000.0,5,882319.0331459045,947651.8330721522,,915459.1240277803
4748,250000.0,5,888373.9709854126,980550.110867163,,928601.4613164915
4749,1141000.0,5,1062471.866607666,1113565.4674409584,834709.5,973744.3787240651
4750,730000.0,1,1003401.0410308838,1072190.8164318933,650000.0,837633.424154093
4751,1500000.0,3,1201585.292816162,1289274.2152210746,,1218247.0033099416
4752,280000.0,2,865822.0171928406,1087859.6983460896,,934833.5545218481
4753,814000.0,3,919895.887374878,976891.6116614316,630000.0,796458.9291644127
4754,500000.0,4,1010844.4690704346,1034904.7858985674,589000.0,840208.0537330493
4755,1750000.0,1,1335858.702659607,1397560.3761105246,1650000.0,1487639.1564760893
4756,370000.0,2,934766.8290138243,951284.821343038,,955149.3184500883
4757,1050000.0,1,1051553.9646148682,1092930.1210632294,,1074701.9581675313
4758,1440000.0,5,994114.2797470092,1057251.5796355586,,1018555.5693536337
4759,550000.0,1,968290.7462120056,1135052.4955982252,590000.0,808947.3727902505
4760,430000.0,3,972763.6575698853,1130836.8445050109,,1025782.608675609
4761,564200.0,2,972297.8472709656,951916.4717343028,,981216.7123335107
4762,460000.0,4,983624.6967315674,996446.020064942,300000.0,693225.7586941496
4763,520000.0,4,982395.7681655884,1030129.2521358425,,1010873.3420435565
4764,220000.0,5,885520.875453949,1047778.6137486736,,945504.8285948854
4765,350000.0,3,915229.6781539916,980114.102001588,,948493.3124257397
4766,480000.0,3,1012814.0449523926,994954.6197882243,560000.0,788664.0976374312
4767,265000.0,2,867842.3166275024,1170178.901834439,,952812.0649712149
4768,330000.0,5,940692.9612159728,981280.211322826,,962844.9580574078
4769,130000.0,1,911948.3232498168,1081464.515582468,,986637.9637867025
4770,430000.0,4,995090.5442237854,1010796.0244886156,377500.0,734964.1495529825
4771,640000.0,4,1024823.0695724488,980024.0008437256,,1026848.0439671316
4772,350977.0,3,995313.4059906006,1096378.884440652,400515.0,716993.6157132941
4773,1450000.0,1,1280009.2697143557,1419183.760109639,,1304410.082805114
4774,984657.0,2,977754.533290863,1237898.1559316383,,1042003.6210948728
4775,700000.0,5,1037712.6932144164,973557.7665065724,730000.0,896445.1856018251
4776,335000.0,5,947689.175605774,1041250.6563037873,630000.0,834310.8112386389
4777,530000.0,1,1092494.8453903198,1072118.478913056,,1093342.8120113849
4778,300000.0,2,1026490.9267425536,1117619.470201592,340000.0,699153.1623547317
4779,950000.0,5,1177181.0054779053,1330245.0904568338,,1210969.2529944156
4780,380000.0,2,961771.547794342,1077760.5397083964,399000.0,705961.4329081943
4781,395000.0,5,915787.4584197998,984636.2809851835,,947590.2827113927
4782,900000.0,1,1502109.2891693115,1596387.7892772278,,1483856.1907403213
4783,270000.0,4,907724.3208885192,994163.1208649596,,950457.5435897034
4784,510000.0,5,950190.7825469972,1073687.0523257805,,994693.5998283604
4785,1400000.0,5,2015992.1646118164,1934523.361588452,,1894860.3401585117
4786,315000.0,2,951992.2137260436,1035138.1697415408,402050.0,699347.4128820624
4787,320000.0,5,884466.4692878723,966836.7114705908,,922223.060865265
4788,1400000.0,5,1066417.574882507,1058768.586192948,,1065613.1927133994
4789,230000.0,1,886572.8378295898,967311.9813880558,,937455.3640255021
4790,900000.0,3,949836.3733291626,1078323.932542566,890000.0,953485.0600020143
4791,235000.0,3,960748.9109039308,1070399.187184678,,1002297.3244173786
4792,520000.0,5,952119.3504333496,940279.4050095382,550000.0,783205.1741428162
4793,350000.0,4,1025779.2472839355,996658.7645121265,388008.0,748233.6836509036
4794,210000.0,1,939433.217048645,1103915.2824837505,,1009970.2736631983
4795,374150.0,2,904046.1778640748,1060589.8255485657,,955850.8062825272
