Id,previsao_correspondencia,catboost_a100_bruto,catboost_a100_corr30,catboost_a150_bruto,catboost_a150_corr30
745,335000.0,360925.1525501797,353147.6067851258,357552.15372668393,350786.5076086788
746,,334150.14493127953,334150.14493127953,329002.62705076166,329002.62705076166
747,,742993.9616134266,742993.9616134266,676995.0769441708,676995.0769441708
748,800000.0,817634.7355651301,812344.314895591,783848.2932148589,788693.8052504011
749,370000.0,367315.22385696176,368120.6566998732,355250.2224563229,359675.155719426
750,,378320.50833155244,378320.50833155244,377262.9924186319,377262.9924186319
751,,232050.38728797884,232050.38728797884,224323.02616635332,224323.02616635332
752,190000.0,277355.5334112355,251148.87338786482,262976.3201384599,241083.42409692192
753,,397297.7613027031,397297.7613027031,368237.5658689234,368237.5658689234
754,360000.0,321991.0006084735,333393.7004259314,308103.4751220138,323672.43258540967
755,1100000.0,785463.8935526843,879824.725486879,749230.0432820595,854461.0302974416
756,,508366.97998895764,508366.97998895764,510192.9105409312,510192.9105409312
757,578000.0,552991.6912619197,560494.1838833438,539317.527801532,550922.2694610723
758,,407733.9973154315,407733.9973154315,416595.7603916535,416595.7603916535
759,,310721.5116043171,310721.5116043171,302977.09847647435,302977.09847647435
760,,618602.4232461676,618602.4232461676,611773.5554839462,611773.5554839462
761,747750.0,565963.4643283912,620499.4250298738,548334.6921734129,608159.284521389
762,550000.0,692195.2921710309,649536.7045197216,661784.3660410169,628249.0562287117
763,,195863.99640445109,195863.99640445109,201457.42924827227,201457.42924827227
764,900000.0,942563.5206709945,929794.4644696962,973725.023327979,951607.5163295852
765,,244042.15376582622,244042.15376582622,241575.74869474533,241575.74869474533
766,1100000.0,681527.7296178075,807069.4107324653,623845.0188848715,766691.5132194101
767,,1674620.964514171,1674620.964514171,1478363.4828553787,1478363.4828553787
768,,573090.041345357,573090.041345357,566065.5394913119,566065.5394913119
769,1003680.0,861551.2289356352,904189.8602549445,832499.5565873567,883853.6896111497
770,499000.0,402332.8543071928,431332.99801503494,398467.84446125984,428627.4911228819
771,,1390785.5525008165,1390785.5525008165,1221996.4636268201,1221996.4636268201
772,,1258199.2818677395,1258199.2818677395,1159293.008110665,1159293.008110665
773,,714834.6155293775,714834.6155293775,688871.9980029361,688871.9980029361
774,2100000.0,1197652.3051035402,1468356.613572478,1163825.898169675,1444678.1287187724
775,1100000.0,814338.0002712948,900036.6001899063,785091.7527685557,879564.2269379889
776,,1694963.62950661,1694963.62950661,1675338.149549179,1675338.149549179
777,,1507685.7830181748,1507685.7830181748,1470190.714811054,1470190.714811054
778,200000.0,232123.77706127826,222486.64394289476,235902.4971968484,225131.74803779385
779,,339438.3548143882,339438.3548143882,326529.4049216534,326529.4049216534
780,,329800.4143695441,329800.4143695441,319282.9334933792,319282.9334933792
781,,305194.5767104218,305194.5767104218,291297.75419624324,291297.75419624324
782,,388171.0969062268,388171.0969062268,374845.7647502489,374845.7647502489
783,798000.0,850625.4003043104,834837.7802130172,843313.6939877021,829719.5857913914
784,340000.0,349954.3283966262,346968.0298776383,349570.57073793124,346699.3995165519
785,558600.0,501120.32633332897,518364.22843333025,493174.29954970547,512802.0096847938
786,,221470.54546339478,221470.54546339478,214134.50889396394,214134.50889396394
787,,935288.3676945126,935288.3676945126,971779.4590551915,971779.4590551915
788,300000.0,314349.2134563253,310044.44941942766,304025.08355660207,302817.55848962144
789,,161796.18438130274,161796.18438130274,150412.71556489106,150412.71556489106
790,,368062.087668159,368062.087668159,371830.7385920093,371830.7385920093
791,,652781.3858570815,652781.3858570815,594237.4532058763,594237.4532058763
792,,273238.9700830182,273238.9700830182,274658.65380163566,274658.65380163566
793,360000.0,361673.451978707,361171.41638509487,352880.90651716845,355016.63456201786
794,760000.0,815178.6376875667,798625.0463812966,781587.0073113814,775110.9051179669
795,,540021.5125797854,540021.5125797854,527925.2181747975,527925.2181747975
796,762000.0,518775.3664789679,591742.7565352775,493800.60875047196,574260.4261253304
797,,293926.52850541915,293926.52850541915,292007.59739216894,292007.59739216894
798,,972720.044489137,972720.044489137,975610.6197427956,975610.6197427956
799,400000.0,474382.762492302,452067.9337446114,471401.51292030496,449981.05904421344
800,,725230.2896348361,725230.2896348361,707478.6991270158,707478.6991270158
801,,361773.15446859464,361773.15446859464,367662.21648667636,367662.21648667636
802,1100000.0,1431360.872766269,1331952.6109363881,1416591.8869157129,1321614.320840999
803,,1270935.0675748936,1270935.0675748936,1196221.1454273427,1196221.1454273427
804,,416575.72934322525,416575.72934322525,404643.53579862276,404643.53579862276
805,,263487.1886397611,263487.1886397611,261739.14111738722,261739.14111738722
806,,197541.5832524329,197541.5832524329,188101.23388743596,188101.23388743596
807,240000.0,219780.26826626016,225846.1877863821,215224.07278886234,222656.85095220362
808,564200.0,552947.7142107446,556323.3999475213,532867.4488825869,542267.2142178109
809,,1306826.7605589204,1306826.7605589204,1278210.4913636702,1278210.4913636702
810,,565329.7643022559,565329.7643022559,568640.7602062607,568640.7602062607
811,540000.0,689069.6703015167,644348.7692110616,668883.5245162961,630218.4671614072
812,459900.0,410044.90635319555,425001.4344472369,417041.8422300771,429899.2895610539
813,375000.0,277173.10806998523,306521.1756489896,263752.9312518549,297127.05187629844
814,,692552.62417968,692552.62417968,661918.9706231974,661918.9706231974
815,,895904.7903495171,895904.7903495171,833294.8938382508,833294.8938382508
816,2000000.0,1266997.8433267763,1486898.4903287434,1222105.1129414116,1455473.579058988
817,458000.0,399991.5241758096,417394.0669230667,403424.29165666085,419797.0041596626
818,335000.0,296764.7432834201,308235.3202983941,292243.0698877845,305070.1489214491
819,1170000.0,1150186.9863198986,1156130.8904239289,1173664.7033673488,1172565.292357144
820,,757136.983515066,757136.983515066,761849.1679982848,761849.1679982848
821,,386491.52306255786,386491.52306255786,369573.94505606644,369573.94505606644
822,584000.0,547950.9468112056,558765.6627678438,525850.2554302708,543295.1788011895
823,1100000.0,852317.6891635561,926622.3824144892,812852.0344725429,898996.42413078
824,440000.0,440958.92917156254,440671.25042009377,434441.7724134096,436109.24068938673
825,3000000.0,2691161.530403842,2783813.0712826895,2469490.071739104,2628643.050217373
826,,303224.4239425612,303224.4239425612,294990.77851585095,294990.77851585095
827,314000.0,359663.6444590721,345964.55112135044,361223.15797063865,347056.21057944704
828,600000.0,519140.9582828586,543398.670798001,513258.6070718783,539281.0249503148
829,330000.0,211595.7058484086,247116.99409388602,210931.37849873948,246651.96494911762
830,1003680.0,874022.2740675039,912919.5918472527,854341.1774723949,899142.8242306764
831,500000.0,632701.5155114513,592891.0608580159,608347.8607749108,575843.5025424375
832,,157132.9649615624,157132.9649615624,148388.58653069203,148388.58653069203
833,,709062.6670881973,709062.6670881973,727171.0760759874,727171.0760759874
834,,198071.2326643859,198071.2326643859,188084.25083810987,188084.25083810987
835,900000.0,920253.600128652,914177.5200900564,934194.8921769938,923936.4245238956
836,,1119646.943289972,1119646.943289972,1120608.7518696422,1120608.7518696422
837,498000.0,497887.3520487916,497921.14643415407,490400.1466783395,492680.10267483763
838,,899514.5767681536,899514.5767681536,871101.832001303,871101.832001303
839,353000.0,372367.11664314877,366556.9816502041,365295.7682735142,361607.03779145994
840,320000.0,370231.2241202805,355161.8568841963,377006.8633114781,359904.8043180347
841,349595.0,347252.61750924424,347955.3322564709,350241.6360205028,350047.64521435194
842,,799770.5884559365,799770.5884559365,798491.4133438059,798491.4133438059
843,,819228.4768650364,819228.4768650364,848863.8550654225,848863.8550654225
844,,880682.8493597144,880682.8493597144,887914.8613004066,887914.8613004066
845,,1025790.7409835475,1025790.7409835475,1012861.0643428711,1012861.0643428711
846,,370906.4390104223,370906.4390104223,360799.60346511455,360799.60346511455
847,355000.0,277397.0683242858,300677.94782700005,270845.61361514684,296091.92953060276
848,430000.0,355420.4644268881,377794.32509882166,349339.23225596704,373537.4625791769
849,,713203.0730126369,713203.0730126369,708760.2984196211,708760.2984196211
850,,503440.20093505725,503440.20093505725,481883.1051345187,481883.1051345187
851,580000.0,579307.8337399949,579515.4836179963,586059.0346811153,584241.3242767807
852,,432360.244913729,432360.244913729,448974.57353261585,448974.57353261585
853,,615032.2393358335,615032.2393358335,630701.1473441103,630701.1473441103
854,,368311.7615418672,368311.7615418672,363271.63944946066,363271.63944946066
855,,318296.70770453615,318296.70770453615,321097.5631597171,321097.5631597171
856,365000.0,317047.2061141163,331433.0442798814,320707.1830675221,333995.0281472655
857,,857857.4293115954,857857.4293115954,853348.331876922,853348.331876922
858,280000.0,303398.55231452023,296378.9866201641,300488.2158553831,294341.75109876815
859,,1067877.7246520594,1067877.7246520594,1065253.5994593678,1065253.5994593678
860,350000.0,319838.5370651946,328886.9759456362,323291.9035072334,331304.33245506336
861,,264272.2294647372,264272.2294647372,252007.21752714363,252007.21752714363
862,,490033.20316869044,490033.20316869044,465627.1421253501,465627.1421253501
863,,434950.58135343716,434950.58135343716,428580.4010417545,428580.4010417545
864,,401645.40878842847,401645.40878842847,396195.77804607654,396195.77804607654
865,2000000.0,1041756.8574575341,1329229.800220274,960355.9398938405,1272249.1579256882
866,310000.0,308768.9218681624,309138.24530771363,302443.8695197145,304710.70866380015
867,1000000.0,834831.9142859617,884382.3400001731,874394.035464149,912075.8248249042
868,,2279518.947374386,2279518.947374386,2061810.7978268752,2061810.7978268752
869,,315507.73424181156,315507.73424181156,317785.5284900658,317785.5284900658
870,560000.0,613520.2177653675,597464.1524357572,608689.9088469292,594082.9361928503
871,,1400747.8943610336,1400747.8943610336,1276150.2196153766,1276150.2196153766
872,,489633.2353288214,489633.2353288214,486150.58874738956,486150.58874738956
873,1600000.0,1359985.0301424598,1431989.5210997218,1224903.0272888518,1337432.1191021963
874,,1476063.892564625,1476063.892564625,1457848.5980952056,1457848.5980952056
875,,194848.5737358645,194848.5737358645,194014.30003348066,194014.30003348066
876,,1189940.6405043036,1189940.6405043036,1162308.7347431923,1162308.7347431923
877,,433939.35691027954,433939.35691027954,415098.74069869827,415098.74069869827
878,,245268.01019548194,245268.01019548194,235062.6544587557,235062.6544587557
879,,218084.94179294733,218084.94179294733,210062.01346343732,210062.01346343732
880,550000.0,582634.3548951177,572844.0484265824,571754.0817668946,565227.8572368261
881,1214727.0,1225061.1516709737,1221960.9061696816,1172697.0980080033,1185306.0686056023
882,,1256590.7499871617,1256590.7499871617,1277453.1657546058,1277453.1657546058
883,295000.0,272412.8041304797,279188.9628913358,274337.23551331105,280536.06485931773
884,2000000.0,1327931.7900075957,1529552.253005317,1296501.4892362994,1507551.0424654095
885,,1790950.5801759653,1790950.5801759653,1415125.7990075324,1415125.7990075324
886,760000.0,628584.4476396695,668009.1133477687,611151.8892724736,655806.3224907315
887,271000.0,199990.58691819856,221293.410842739,199688.77653453065,221082.14357417144
888,,350435.8343521939,350435.8343521939,358112.52754315885,358112.52754315885
889,1050000.0,696358.4864624767,802450.9405237336,638771.3155982533,762139.9209187774
890,,639748.9915616236,639748.9915616236,644379.1075274328,644379.1075274328
891,,984282.7803318278,984282.7803318278,1046152.6435811508,1046152.6435811508
892,640000.0,728523.2986021651,701966.3090215155,725615.7568659168,699931.0298061417
893,,205493.19151253058,205493.19151253058,194196.5104612488,194196.5104612488
894,185000.0,200545.48110540066,195881.83677378044,195546.52443367883,192382.5671035752
895,,1295203.8357531433,1295203.8357531433,1317206.0023802272,1317206.0023802272
896,,593271.1413959899,593271.1413959899,588483.4148457686,588483.4148457686
897,240000.0,254271.31086894663,249989.91760826262,248088.55674302528,245661.98972011768
898,368512.5,374699.5738828093,372843.4517179665,374179.89259526646,372479.67481668654
899,748000.0,498946.6412347489,573662.6488643242,476713.2462025195,558099.2723417636
900,1450000.0,1146193.4354918113,1237335.4048442678,1094442.5025596174,1201109.7517917322
901,517500.0,474712.1473109727,487548.50311768084,470542.6272099813,484629.8390469869
902,,363237.7354484346,363237.7354484346,360086.9213458456,360086.9213458456
903,,840976.4895176394,840976.4895176394,831893.046652171,831893.046652171
904,,449093.3969727266,449093.3969727266,438786.0792060009,438786.0792060009
905,,490435.3048555476,490435.3048555476,457110.27290569566,457110.27290569566
906,,778876.709445308,778876.709445308,757822.1234996396,757822.1234996396
907,,965320.0411577952,965320.0411577952,967574.9857766669,967574.9857766669
908,1028000.0,927967.3953781088,957977.1767646761,939656.9496224526,966159.8647357168
909,,2400728.4056211,2400728.4056211,2053204.5602375492,2053204.5602375492
910,490000.0,471029.2808998413,476720.4966298889,455066.74895903823,465546.72427132673
911,,389828.6727872362,389828.6727872362,379358.28309785464,379358.28309785464
912,,275287.7779983587,275287.7779983587,272273.47829029144,272273.47829029144
913,,1346329.3006506346,1346329.3006506346,1244234.930583581,1244234.930583581
914,,1050174.2415628117,1050174.2415628117,1036312.1166732621,1036312.1166732621
915,,951986.1575569492,951986.1575569492,880971.5847126293,880971.5847126293
916,,296937.1488550693,296937.1488550693,293186.41842305666,293186.41842305666
917,3100000.0,1873543.2200787321,2241480.2540551126,1578906.4904698934,2035234.5433289253
918,475000.0,481453.0710040441,479517.1497028308,474717.9382069388,474802.5567448571
919,,349793.3200457363,349793.3200457363,347943.35833244753,347943.35833244753
920,,339478.8853682283,339478.8853682283,317493.2797768269,317493.2797768269
921,,2185843.515622047,2185843.515622047,1945180.321501781,1945180.321501781
922,847500.0,932233.0476494108,906813.1333545875,924465.3957423198,901375.7770196238
923,,195504.18654986258,195504.18654986258,185201.58363822542,185201.58363822542
924,350000.0,367880.6218693276,362516.4353085293,372608.78461698437,365826.14923188905
925,345000.0,400312.9053428829,383719.033740018,398674.0705634894,382571.8493944426
926,415000.0,408640.92166636424,410548.64516645495,402408.02321841696,406185.61625289184
927,689000.0,560367.1174599217,598956.9822219452,556583.0028649707,596308.1020054794
928,,403705.4628307116,403705.4628307116,395742.1063358096,395742.1063358096
929,,1098563.1462666125,1098563.1462666125,1094479.1313683414,1094479.1313683414
930,,271397.82736097596,271397.82736097596,284233.7946626147,284233.7946626147
931,,430753.5603496491,430753.5603496491,420078.86836676183,420078.86836676183
932,,637795.352681356,637795.352681356,658369.5914799141,658369.5914799141
933,,414579.20335981256,414579.20335981256,422370.804145187,422370.804145187
934,,714164.5337522852,714164.5337522852,705932.568415168,705932.568415168
935,160000.0,208474.07698617782,193931.85389032448,203901.2747640133,190730.8923348093
936,,300956.2599039496,300956.2599039496,294539.33202240476,294539.33202240476
937,2200000.0,1623683.3733049636,1796578.3613134744,1462526.6609194926,1683768.6626436447
938,350000.0,288869.0256699056,307208.3179689339,287611.7205185094,306328.2043629566
939,1200000.0,1220532.4143271858,1214372.6900290302,1206911.05581721,1204837.7390720472
940,450000.0,460767.60575582547,457537.32402907783,462364.89927491575,458655.429492441
941,,3246055.5582911707,3246055.5582911707,2724102.0441169143,2724102.0441169143
942,1624000.0,794260.6809635751,1043182.4766745026,748244.5753468385,1010971.2027427868
943,715000.0,926924.5186648206,863347.1630653744,871422.5192476006,824495.7634733204
944,,510625.62175048323,510625.62175048323,494097.034075639,494097.034075639
945,,1080265.2767018054,1080265.2767018054,1082130.945953259,1082130.945953259
946,295000.0,357075.6883797809,338452.9818658466,361100.3929349196,341270.27505444374
947,,409962.1222367943,409962.1222367943,400332.1600485193,400332.1600485193
948,550000.0,561488.7268458973,558042.108792128,553089.9340092706,552162.9538064895
949,,978625.6817834037,978625.6817834037,978274.8599854535,978274.8599854535
950,584000.0,463978.8560982581,499985.19926878065,438767.0309410221,482336.92165871547
951,415000.0,585207.8317558281,534145.4822290796,570156.6746464933,523609.67225254525
952,,1050677.311661936,1050677.311661936,940038.127879117,940038.127879117
953,1300000.0,1374356.8543046103,1352049.798013227,1351604.4827644909,1336123.1379351434
954,,1228110.9467795,1228110.9467795,1147458.3849034936,1147458.3849034936
955,,386836.9873988421,386836.9873988421,383102.606464729,383102.606464729
956,,1893952.418021612,1893952.418021612,1827288.7895837866,1827288.7895837866
957,,291211.6001083774,291211.6001083774,273957.41364315304,273957.41364315304
958,370000.0,298474.2356276155,319931.9649393308,292528.94758744695,315770.2633112129
959,360000.0,316222.26619108085,329355.58633375657,302393.15394712536,319675.2077629877
960,930000.0,1008397.5317745575,984878.2722421902,969924.0460908092,957946.8322635663
961,499000.0,557840.6892120619,540188.4824484433,532262.1468123593,522283.5027686515
962,535000.0,452501.968376653,477251.3778636571,436277.6361088241,465894.3452761769
963,,405656.82116734557,405656.82116734557,382745.29121264524,382745.29121264524
964,,2153935.2160577737,2153935.2160577737,1963997.8275266814,1963997.8275266814
965,,454193.87346091797,454193.87346091797,448007.80402876815,448007.80402876815
966,215000.0,270878.9368210102,254115.25577470713,268128.21498526155,252189.75048968307
967,830000.0,791681.6565081642,803177.1595557149,757946.8332765984,779562.7832936188
968,1200000.0,966650.9853687917,1036655.6897581542,939641.8963674774,1017749.3274572341
969,574500.0,534277.1075257934,546343.9752680553,518167.03561662295,535066.9249316361
970,1500000.0,1402807.7243477553,1431965.4070434286,1194821.0312370565,1286374.7218659394
971,289000.0,362377.52795649855,340364.269569549,349147.50484879396,331103.25339415576
972,,542979.1873418675,542979.1873418675,542435.9786184536,542435.9786184536
973,250000.0,245846.45627428035,247092.51939199623,241928.02147057225,244349.61502940056
974,,300519.7008734641,300519.7008734641,284558.33225406805,284558.33225406805
975,,172220.62504926775,172220.62504926775,164931.521119608,164931.521119608
976,,345360.0483814509,345360.0483814509,339915.00453339884,339915.00453339884
977,,443602.06374232133,443602.06374232133,415484.9190336519,415484.9190336519
978,,3389031.3755368823,3389031.3755368823,2844097.0403389675,2844097.0403389675
979,,569202.905419255,569202.905419255,576052.0173457356,576052.0173457356
980,,221640.36194345032,221640.36194345032,212636.44873306638,212636.44873306638
981,,443571.2009836197,443571.2009836197,430129.85250836937,430129.85250836937
982,360000.0,372153.4232081466,368507.39624570264,373031.49297007243,369122.0450790507
983,280000.0,303398.55231452023,296378.9866201641,300488.2158553831,294341.75109876815
984,,229023.782097414,229023.782097414,227062.3118439703,227062.3118439703
985,,761854.9757518979,761854.9757518979,723171.5347119421,723171.5347119421
986,,1144902.4073632443,1144902.4073632443,1091747.4105943341,1091747.4105943341
987,1344500.0,1448480.819130641,1417286.5733914487,1387881.3624422054,1374866.9537095437
988,,587120.4177333631,587120.4177333631,578487.5870992175,578487.5870992175
989,,342952.7934551545,342952.7934551545,338886.3089049829,338886.3089049829
990,,361036.99936837057,361036.99936837057,344997.8004704529,344997.8004704529
991,,1090642.4262913433,1090642.4262913433,1067798.9365949829,1067798.9365949829
992,847500.0,946713.1231473248,916949.1862031273,957576.0667403796,924553.2467182657
993,,260911.18896774648,260911.18896774648,264951.8773208224,264951.8773208224
994,585000.0,603233.7222940695,597763.6056058486,595582.9880005427,592408.0916003799
995,1100000.0,1231050.4439656292,1191735.3107759403,1186631.7987539447,1160642.2591277612
996,,576989.4851279288,576989.4851279288,562542.8728747659,562542.8728747659
997,,416632.0727806352,416632.0727806352,422026.8456509425,422026.8456509425
998,674500.0,525676.6700802182,570323.6690561527,502757.91217603674,554280.5385232257
999,840000.0,650006.1814029976,707004.3269820983,662161.8405724551,715513.2884007185
1000,570000.0,532438.3048582026,543706.8134007418,521240.4180947465,535868.2926663226
1001,,3385433.171985417,3385433.171985417,3084692.9556929856,3084692.9556929856
1002,800000.0,754532.4078106195,768172.6854674335,774223.036719625,781956.1257037375
1003,,301782.5395568817,301782.5395568817,294058.8397014708,294058.8397014708
1004,,879041.5179979032,879041.5179979032,683146.7663112268,683146.7663112268
1005,,249860.30289497084,249860.30289497084,249272.47645195865,249272.47645195865
1006,310000.0,330305.985825236,324214.1900776652,331735.72450017225,325215.00715012057
1007,1100000.0,677214.7380531653,804050.3166372157,658682.8933943554,791078.0253760488
1008,1100000.0,795505.7284523454,886854.0099166417,756009.062557196,859206.3437900372
1009,290000.0,314448.6382253476,307114.04675774334,320884.4279773499,311619.0995841449
1010,,239636.3897222607,239636.3897222607,235484.12207501094,235484.12207501094
1011,,1239537.557715778,1239537.557715778,1252209.8634483507,1252209.8634483507
1012,,601771.1056436311,601771.1056436311,586521.6807130061,586521.6807130061
1013,,418804.62215913663,418804.62215913663,412175.2183562633,412175.2183562633
1014,350000.0,251982.5996304195,281387.8197412937,245264.24418510438,276684.97092957306
1015,482500.0,552274.9784045529,531342.484883187,535510.3341932942,519607.2339353059
1016,,604840.0774456745,604840.0774456745,573447.6799244703,573447.6799244703
1017,170000.0,182290.94818961134,178603.66373272793,182996.65606265218,179097.6592438565
1018,,806013.467720161,806013.467720161,791835.9642205138,791835.9642205138
1019,,258376.65733290557,258376.65733290557,247091.48758516673,247091.48758516673
1020,,389243.6247385139,389243.6247385139,383380.9585465889,383380.9585465889
1021,352500.0,305841.6636331009,319839.1645431706,304446.5101890246,318862.5571323172
1022,287000.0,307465.0018478093,301325.5012934665,309502.0624384016,302751.44370688114
1023,300000.0,345146.0566334741,331602.23964343185,342708.01748054515,329895.6122363816
1024,,1879866.0362358252,1879866.0362358252,1590711.1892709907,1590711.1892709907
1025,,946543.7880309542,946543.7880309542,949215.1388396356,949215.1388396356
1026,,1057488.7905573621,1057488.7905573621,1032934.3326870675,1032934.3326870675
1027,485000.0,525186.4170066374,513130.49190464616,520387.0413779065,509770.92896453454
1028,1100000.0,1015032.4493943331,1040522.7145760331,1018439.329826703,1042907.530878692
1029,1380000.0,1185170.0327232953,1243619.0229063067,1164172.7556122602,1228920.928928582
1030,,537074.001098919,537074.001098919,525575.4377815301,525575.4377815301
1031,,525866.639098457,525866.639098457,514758.2743709391,514758.2743709391
1032,,212685.0922060124,212685.0922060124,213430.81849715475,213430.81849715475
1033,,1245520.8874029894,1245520.8874029894,1065074.624194792,1065074.624194792
1034,,337375.03710949357,337375.03710949357,338065.2927842649,338065.2927842649
1035,,390583.1707821963,390583.1707821963,378867.9239253904,378867.9239253904
1036,,490936.32223359315,490936.32223359315,474913.02081012225,474913.02081012225
1037,,235432.42172679008,235432.42172679008,233096.35478201223,233096.35478201223
1038,,1300392.6572990736,1300392.6572990736,1255503.5385140434,1255503.5385140434
1039,400000.0,380068.4566751395,386047.9196725976,374570.5438196205,382199.38067373435
1040,,345844.2782098245,345844.2782098245,340974.4176912816,340974.4176912816
1041,335000.0,348993.6449599465,344795.55147196254,349710.39871614816,345297.27910130366
1042,,202773.03430146715,202773.03430146715,200060.4070751003,200060.4070751003
1043,995000.0,1000938.5361580825,999156.9753106578,974216.8240193255,980451.7768135278
1044,,430230.4433909663,430230.4433909663,420159.50073248154,420159.50073248154
1045,390000.0,383932.70780278306,385752.8954619481,373956.4391842128,378769.507428949
1046,,616385.102515467,616385.102515467,599459.2688252477,599459.2688252477
1047,1100000.0,852317.6891635561,926622.3824144892,812852.0344725429,898996.42413078
1048,1465000.0,823085.8203416395,1015660.0742391476,764901.7044544796,974931.1931181357
1049,1100000.0,1231050.4439656292,1191735.3107759403,1186631.7987539447,1160642.2591277612
1050,830000.0,987094.0309783063,939965.8216848144,950937.0372394928,914655.9260676448
1051,,447503.14196295233,447503.14196295233,455595.258103346,455595.258103346
1052,,1880342.2694841586,1880342.2694841586,1661849.483504175,1661849.483504175
1053,,1046274.1070106671,1046274.1070106671,976036.0222194336,976036.0222194336
1054,,1886334.6262772256,1886334.6262772256,1746214.4124592156,1746214.4124592156
1055,539500.0,331343.4093778109,393790.38656446757,319475.11042208766,385482.5772954613
1056,270000.0,269885.9060358786,269920.134225115,269050.52726744424,269335.369087211
1057,,454338.19834988134,454338.19834988134,439072.28652344213,439072.28652344213
1058,840000.0,911660.7686368591,890162.5380458013,933341.4833065142,905339.03831456
1059,,1263804.585502366,1263804.585502366,1140382.7302155627,1140382.7302155627
1060,,407897.519260885,407897.519260885,398145.1821826317,398145.1821826317
1061,,225277.8431012075,225277.8431012075,217193.9971215397,217193.9971215397
1062,,2682035.019782858,2682035.019782858,2326954.0861494415,2326954.0861494415
1063,,849595.4033929887,849595.4033929887,783131.3540989509,783131.3540989509
1064,435000.0,501344.3661090822,481441.0562763575,486851.13742677326,471295.79619874124
1065,584000.0,554691.4770445707,563484.0339311995,540155.322277878,553308.7255945145
1066,434000.0,399637.8732133986,409946.511249379,404805.5515319675,413563.8860723772
1067,,398513.50234143465,398513.50234143465,399533.5587322909,399533.5587322909
1068,760000.0,620928.1653548443,662649.715748391,592590.4370450492,642813.3059315344
1069,,1080963.812717256,1080963.812717256,1071838.9695334195,1071838.9695334195
1070,,1408866.2637917455,1408866.2637917455,1377179.5568030153,1377179.5568030153
1071,1175000.0,645031.1046105404,804021.7732273783,602670.8439761531,774369.5907833071
1072,2600000.0,1761004.1326534015,2012702.892857381,1568063.0619056686,1877644.143333968
1073,590000.0,604344.7815014053,600041.3470509837,596394.1310861326,594475.8917602928
1074,388008.0,396650.3228618412,394057.6260032888,389127.7100439786,388791.797030785
1075,,378374.0109599881,378374.0109599881,379544.84803105803,379544.84803105803
1076,,357044.0316640427,357044.0316640427,365515.28516727535,365515.28516727535
1077,335000.0,331957.87450607744,332870.5121542542,325396.2578521386,328277.38049649703
1078,,184962.48828127357,184962.48828127357,177382.3849577315,177382.3849577315
1079,420000.0,414546.85511947965,416182.7985836357,406973.9969483951,410881.79786387656
1080,,631789.9529276995,631789.9529276995,607133.8438674392,607133.8438674392
1081,385000.0,400300.5088731292,395710.3562111904,397223.64016723464,393556.54811706423
1082,800000.0,742810.8916145111,759967.6241301578,736731.3061995824,755711.9143397077
1083,1400000.0,1662658.0821981812,1583860.6575387267,1616843.948619831,1551790.7640338815
1084,,310640.5472223436,310640.5472223436,313000.65170888865,313000.65170888865
1085,,676011.0903326949,676011.0903326949,667475.3941301309,667475.3941301309
1086,,207416.5742555216,207416.5742555216,195139.07605724904,195139.07605724904
1087,,467145.96886139695,467145.96886139695,466721.4354651284,466721.4354651284
1088,,578746.9326129713,578746.9326129713,562589.0454938345,562589.0454938345
1089,433000.0,370938.3610538067,389556.85273766465,365752.3383620607,385926.6368534425
1090,,364956.49362681585,364956.49362681585,357725.28098939685,357725.28098939685
1091,,1440672.1396188259,1440672.1396188259,1432049.8600509544,1432049.8600509544
1092,1095000.0,830779.8111958042,910045.8678370629,814189.0181543798,898432.3127080658
1093,300000.0,415413.4798588996,380789.4359012297,406358.6095287606,374451.0266701324
1094,,713194.9075710478,713194.9075710478,723983.122321985,723983.122321985
1095,,204097.7035928623,204097.7035928623,196733.934226631,196733.934226631
1096,,598529.6365147716,598529.6365147716,582932.9867773418,582932.9867773418
1097,912000.0,882697.4250166431,891488.1975116502,868752.5053107195,881726.7537175036
1098,830000.0,612250.2638054682,677575.1846638278,621986.6183331899,684390.6328332329
1099,,496846.88354618184,496846.88354618184,484536.31111010665,484536.31111010665
1100,1020000.0,1094994.8688663475,1072496.4082064433,1082019.372001463,1063413.560401024
1101,1100000.0,959547.5212814704,1001683.2648970293,960306.3846705445,1002214.4692693811
1102,,487812.70363370096,487812.70363370096,464462.270360445,464462.270360445
1103,1200000.0,1031534.1497585836,1082073.9048310085,1039311.7585444162,1087518.2309810913
1104,875000.0,639577.8471069669,710204.4929748768,632365.8901060692,705156.1230742484
1105,,519703.8205617722,519703.8205617722,512919.95602650504,512919.95602650504
1106,,443980.57559956337,443980.57559956337,441505.0203401018,441505.0203401018
1107,900000.0,946327.854396582,932429.4980776074,882724.8270251015,887907.378917571
1108,689000.0,582251.3141448569,614275.9199013999,576475.8516829603,610233.0961780722
1109,270000.0,284516.4976066845,280161.54832467914,279410.6385380111,276587.4469766078
1110,900000.0,906849.6614115476,904794.7629880833,942163.5644498923,929514.4951149245
1111,1500000.0,1456581.1910256192,1469606.8337179334,1299802.4180480584,1359861.692633641
1112,,1125927.8674254639,1125927.8674254639,984271.6716197883,984271.6716197883
1113,,348729.5469260435,348729.5469260435,339874.6812981438,339874.6812981438
1114,350000.0,354903.0413403748,353432.12893826235,348460.56361422874,348922.3945299601
