Id,preco,fold,xgb_bruto,lgb_bruto,previsao_correspondencia,especialista_caros_calibrado_cf
4696,300000.0,3,954024.9705314636,1028382.1809581292,,985908.4428997769
4697,460000.0,5,873846.5309143066,1054663.6539171075,,939827.4394629188
4698,1000000.0,3,1043707.2515487672,1050020.1940196145,1050000.0,1054028.1563116715
4699,820000.0,3,911123.4545707704,953553.257013971,630000.0,799583.7186760866
4700,950000.0,2,1078215.8374786377,1065115.2156535992,1125000.0,1097409.1870605843
4701,370000.0,2,933612.1678352356,1091696.915056242,401000.0,722452.4489281934
4702,365000.0,1,893134.355545044,1117176.142039239,,983108.8181851252
4703,445000.0,5,936656.8326950072,1030493.2138657948,,973918.0546445719
4704,370000.0,3,1011080.7418823242,1049929.1415879356,,1029932.0341557247
4705,1800000.0,5,1051659.8224639893,890068.2289825195,1000000.0,1004916.7410432508
4706,750000.0,3,1028482.4371337892,1267668.8067333882,1600000.0,1328870.2928335809
4707,380000.0,2,1024908.4234237672,1032500.0801963584,,1032419.172351507
4708,550000.0,1,929030.4780006408,1048970.588675142,,984986.3213192505
4709,849000.0,2,948585.6294631958,1122478.7187034138,800000.0,913634.9042413568
4710,1300000.0,4,1189759.9697113037,1278928.1196454768,,1214781.4742190682
4711,381000.0,5,916690.8860206604,1018533.2525760372,,957623.3343169151
4712,300000.0,2,917364.1204833984,1068618.6478143602,310000.0,671581.5334324535
4713,550000.0,4,961353.9576530457,1008951.3514974138,545000.0,809918.4044057053
4714,570000.0,4,989459.6934318542,1010363.328757959,552500.0,823144.77831297
4715,750000.0,5,1142031.6696166992,1246036.5519693263,770000.0,993451.7855687896
4716,290000.0,2,901592.9698944092,1013034.305402407,,943173.9589018836
4717,360000.0,3,872319.4599151611,994331.5020173852,240000.0,604231.5787737006
4718,299000.0,1,887759.8643302917,1091933.4240102714,,972333.1962770057
4719,670000.0,4,946506.7982673644,1051328.8830135842,,990826.4293795933
4720,274000.0,1,978983.8790893556,1047118.3492225368,,1015066.8153816516
4721,1100000.0,4,972874.879837036,953512.681680296,,983471.9266258108
4722,330000.0,4,880495.011806488,934309.282058142,,914987.3836658779
4723,455000.0,2,901207.5662612916,1042886.5346390272,455000.0,730778.546898652
4724,2600000.0,3,2685380.9356689453,2680908.657681424,,2508864.3353456445
4725,420270.0,4,980416.2383079528,918202.2182888438,380000.0,729048.253270504
4726,730000.0,5,1003218.6508178712,1005592.5127002478,704500.0,879348.2310705835
4727,2600000.0,2,2250875.473022461,2317619.07625893,,2076534.4986772863
4728,315000.0,1,976605.3557395936,1061804.3572354948,,1017938.3133303231
4729,470000.0,3,1030465.841293335,1189590.216451454,,1078582.8278535397
4730,840000.0,1,952207.2076797484,999423.3404752996,,984569.0427263074
4731,1200000.0,5,1253943.2048797607,1318916.3758713717,,1256660.637162704
4732,540000.0,4,1059608.6978912354,999484.8346693268,590000.0,861420.722674478
4733,400000.0,5,920306.384563446,987606.9120185702,395000.0,711577.9324837624
4734,1350000.0,1,1469361.0668182373,1522730.130104029,,1445678.8205550355
4735,290000.0,5,1024383.9025497437,1120903.968761561,240000.0,699720.6512626263
4736,330000.0,5,955509.5434188844,1033282.8640498192,350000.0,710999.0698324094
4737,345000.0,5,930819.1537857056,981280.211322826,280000.0,662321.2698717227
4738,460000.0,4,999024.5699882508,957637.4079424804,420000.0,760069.4759967314
4739,480000.0,4,1175719.6187973022,1346346.6741414578,,1222558.0272906858
4740,310000.0,5,910547.5544929504,993302.2674901008,410000.0,716018.4902905701
4741,290000.0,5,887057.6024055481,945695.3529659176,,918003.6245773532
4742,570000.0,2,952248.0368614196,968948.3361862366,570000.0,794507.5765596516
4743,320000.0,2,906889.4982337952,1011657.298977218,,946582.4560129535
4744,600000.0,2,876315.0572776794,968948.3361862366,607500.0,784689.0159419582
4745,320000.0,1,957419.5742607116,1138513.3752832818,,1028790.3539837179
4746,1100000.0,5,1251346.3497161863,1243912.914759069,1150000.0,1192112.1710341738
4747,430000.0,5,882319.0331459045,947651.8330721522,,915459.1240277803
4748,250000.0,5,888373.9709854126,980550.110867163,,928601.4613164915
4749,1141000.0,5,1062471.866607666,1113565.4674409584,834709.5,973744.3787240651
4750,730000.0,1,1003401.0410308838,1072190.8164318933,650000.0,865686.4603414079
4751,1500000.0,3,1201585.292816162,1289274.2152210746,,1218047.4797409293
4752,280000.0,2,865822.0171928406,1087859.6983460896,,933386.788938096
4753,814000.0,3,919895.887374878,976891.6116614316,630000.0,805647.2911389504
4754,500000.0,4,1010844.4690704346,1034904.7858985674,589000.0,850623.5165576115
4755,1750000.0,1,1335858.702659607,1397560.3761105246,1650000.0,1459801.3520837063
4756,370000.0,2,934766.8290138243,951284.821343038,,953781.3407527872
4757,1050000.0,1,1051553.9646148682,1092930.1210632294,,1072791.171788881
4758,1440000.0,5,994114.2797470092,1057251.5796355586,,1018555.5693536337
4759,550000.0,1,968290.7462120056,1135052.4955982252,590000.0,836398.6022964781
4760,430000.0,3,972763.6575698853,1130836.8445050109,,1024792.2095091705
4761,564200.0,2,972297.8472709656,951916.4717343028,,979953.2377730244
4762,460000.0,4,983624.6967315674,996446.020064942,300000.0,710297.9289513713
4763,520000.0,4,982395.7681655884,1030129.2521358425,,1009886.402153865
4764,220000.0,5,885520.875453949,1047778.6137486736,,945504.8285948854
4765,350000.0,3,915229.6781539916,980114.102001588,,947231.3178451097
4766,480000.0,3,1012814.0449523926,994954.6197882243,560000.0,806753.9469047065
4767,265000.0,2,867842.3166275024,1170178.901834439,,951434.9033582574
4768,330000.0,5,940692.9612159728,981280.211322826,,962844.9580574078
4769,130000.0,1,911948.3232498168,1081464.515582468,,984103.6912933213
4770,430000.0,4,995090.5442237854,1010796.0244886156,377500.0,750325.1839835957
4771,640000.0,4,1024823.0695724488,980024.0008437256,,1025896.1803711051
4772,350977.0,3,995313.4059906006,1096378.884440652,400515.0,738063.3357508151
4773,1450000.0,1,1280009.2697143557,1419183.760109639,,1304430.528446651
4774,984657.0,2,977754.533290863,1237898.1559316383,,1040998.1971290184
4775,700000.0,5,1037712.6932144164,973557.7665065724,730000.0,896445.1856018251
4776,335000.0,5,947689.175605774,1041250.6563037873,630000.0,834310.8112386389
4777,530000.0,1,1092494.8453903198,1072118.478913056,,1091572.8345539577
4778,300000.0,2,1026490.9267425536,1117619.470201592,340000.0,730271.7911355421
4779,950000.0,5,1177181.0054779053,1330245.0904568338,,1210969.2529944156
4780,380000.0,2,961771.547794342,1077760.5397083964,399000.0,730213.338226029
4781,395000.0,5,915787.4584197998,984636.2809851835,,947590.2827113927
4782,900000.0,1,1502109.2891693115,1596387.7892772278,,1485653.0704463143
4783,270000.0,4,907724.3208885192,994163.1208649596,,949345.2622394039
4784,510000.0,5,950190.7825469972,1073687.0523257805,,994693.5998283604
4785,1400000.0,5,2015992.1646118164,1934523.361588452,,1894860.3401585117
4786,315000.0,2,951992.2137260436,1035138.1697415408,402050.0,723647.829309908
4787,320000.0,5,884466.4692878723,966836.7114705908,,922223.060865265
4788,1400000.0,5,1066417.574882507,1058768.586192948,,1065613.1927133994
4789,230000.0,1,886572.8378295898,967311.9813880558,,934604.4119480575
4790,900000.0,3,949836.3733291626,1078323.932542566,890000.0,951453.2539395302
4791,235000.0,3,960748.9109039308,1070399.187184678,,1001221.4158603118
4792,520000.0,5,952119.3504333496,940279.4050095382,550000.0,783205.1741428162
4793,350000.0,4,1025779.2472839355,996658.7645121265,388008.0,762935.1144098754
4794,210000.0,1,939433.217048645,1103915.2824837505,,1007594.3056638739
4795,374150.0,2,904046.1778640748,1060589.8255485657,,954485.591010855
4796,470000.0,2,949465.2152061462,1134796.8588052238,,1000886.2003927387
4797,1150000.0,5,1160302.1621704102,1111696.629770097,,1140425.5691645918
4798,2097736.0,3,1272985.2199554443,1427345.409746784,,1300022.0217409963
4799,240000.0,5,841462.1949195862,937636.8118696458,,885956.5665684028
4800,770000.0,2,1124948.024749756,1083932.6209046473,,1111120.298868764
4801,415000.0,3,976109.8623275756,1022185.7188289198,,999244.7380962764
4802,162645.0,4,982149.7201919556,1011019.212529234,260000.0,695242.3597254342
4803,1200000.0,3,1318908.5721969604,1384731.6592569735,1350000.0,1325574.1551272727
4804,177000.0,4,885251.6412734985,1052054.267340446,254900.0,666578.1642809219
4805,252200.0,2,981682.7774047852,1049974.4420827792,,1006128.4523603468
4806,260000.0,1,954803.1091690063,1082146.1005286947,300000.0,688037.1760578181
4807,850000.0,1,918279.8862457277,1016641.3386688138,,968806.547652875
4808,644379.0,5,918123.424053192,921319.428683802,,931445.5643559303
4809,315000.0,1,1099622.130393982,1239028.0401450836,,1144512.5808525335
4810,1000000.0,5,1088638.5440826416,1120374.722579782,990000.0,1050768.2727078276
4811,328000.0,2,1039079.1893005372,1130435.3067226764,,1061672.4289890563
4812,790000.0,3,1070189.7144317627,1167923.603071464,810000.0,966362.2748512131
4813,500000.0,5,970517.1585083008,1052694.0249727531,,1002029.30138772
4814,1100000.0,1,1118828.7734985352,1262247.08519093,,1162830.633590972
4815,386000.0,3,899596.6911315918,991882.667834228,386000.0,684056.5850317011
4816,570000.0,5,903825.2830505372,926143.9368066958,585000.0,780371.7600916307
4817,380000.0,3,955397.90391922,951789.8376708291,,967177.2901412798
4818,1050000.0,5,1110489.1300201416,1095919.286104963,,1104172.6967466278
4819,540000.0,2,1024091.1245346068,1126406.3541215416,620000.0,859012.5534047203
4820,285000.0,3,883034.9445343018,971199.8964768948,,923067.7410258264
4821,456000.0,3,935412.9433631896,1022404.1453721672,,971781.6617430904
4822,330000.0,1,949365.7946586608,1117751.1974412752,350000.0,715458.5247581732
4823,580000.0,4,1109665.3938293457,1295630.415970659,,1164953.2186518204
4824,730000.0,3,914603.590965271,942197.845008679,595000.0,782669.9375841576
4825,240000.0,2,1007217.288017273,1153396.6667058629,,1044385.2328459123
4826,320000.0,5,963252.4251937866,976449.4454203732,,976146.2145201643
4827,780000.0,3,942216.9923782347,968739.8930718568,,962603.714522286
4828,1000000.0,4,1045101.4041900636,1054540.5054765472,1050000.0,1060334.9608377975
4829,546000.0,3,942081.9878578186,940380.0199716566,560000.0,775258.9066926701
4830,600000.0,4,977276.1464118958,1037984.1439774306,,1008422.5544850642
4831,700000.0,3,942745.9836006165,982074.9264793549,,966388.5978234578
4832,1500000.0,1,1392465.591430664,1407954.1172244882,1300000.0,1325104.1285447006
4833,225000.0,5,997044.6825027466,971700.607545854,260000.0,673877.0475517855
4834,479000.0,5,932862.5202178956,987225.1816216168,399500.0,717715.4753109609
4835,620000.0,1,938932.4188232422,1079109.6461574547,620000.0,832687.5718904872
4836,550000.0,3,921455.6813240052,976891.6116614316,715000.0,846419.719550185
4837,350000.0,1,951737.2250556946,1153455.9954567866,240000.0,669545.1050880238
4838,368782.13,3,909512.1026039124,994331.5020173852,390000.0,689760.3050812157
4839,250000.0,3,951312.3035430908,1017452.6498141668,,981270.0949685974
4840,360000.0,5,873468.816280365,955825.4488719977,,911969.4398032149
4841,320000.0,5,922552.6452064514,1052472.1816021102,350000.0,703291.6438756752
4842,520000.0,2,1068394.899368286,1072789.7471857786,616000.0,867317.2638052041
4843,380000.0,5,952452.7788162231,1053562.7738777653,355000.0,715698.0983968579
4844,480000.0,2,874524.1165161133,1022705.2894761836,550000.0,763110.1789280265
4845,350000.0,2,878864.5267486572,1063339.3053981098,,937515.6073203827
4846,490000.0,4,1021047.9497909546,995526.3551505532,360000.0,749054.2256504674
4847,405000.0,5,1075781.5837860107,1092714.2025051557,465000.0,812240.7045561777
4848,400000.0,2,925772.786140442,952442.1607811484,,947759.6902069701
4849,500000.0,5,971767.1275138856,1078241.4360868223,,1009922.6632571776
4850,320000.0,4,1049107.0747375488,1052840.9444487945,,1061308.2884102967
4851,1450000.0,5,1567760.705947876,1549361.7311671628,,1516149.4372370096
4852,298500.0,3,872853.8751602173,949970.9506967271,,910662.6739479064
4853,380000.0,5,915402.2932052612,1018533.2525760372,375000.0,706285.8784138581
4854,280000.0,4,982471.764087677,927194.2933641118,280000.0,688331.820979307
4855,2600000.0,5,2364891.0522460938,2246049.3523216527,,2187995.0620203177
4856,1800000.0,4,1407834.8875045776,1282468.5376144804,,1362128.6155263137
4857,840000.0,1,1088073.73046875,1172509.043221532,,1118182.3243556784
4858,590000.0,1,1193315.029144287,1277823.9988717171,,1212087.2627255197
4859,650000.0,1,1141161.7994308472,1216007.8041427832,512000.0,866485.1814489318
4860,1700000.0,2,1555963.158607483,1630531.7705106265,,1504410.5694380307
4861,1900000.0,5,1596217.5130844116,1724798.6574106913,,1580690.9649497492
4862,640000.0,2,838188.2905960083,1102386.9779938462,,917041.7927832629
4863,800000.0,4,1066665.768623352,1047768.868159203,,1071957.7124914916
4864,570000.0,4,996089.3392562866,1158573.4751590528,,1052507.19448751
4865,340000.0,4,936725.13961792,934309.282058142,330000.0,695161.7564217565
4866,615000.0,4,1011932.4922561646,989073.1887850343,590000.0,842991.8290308728
4867,450000.0,4,946075.439453125,934309.282058142,383000.0,721298.1299522299
4868,480000.0,4,1107294.201850891,1039803.5774208498,,1097540.8263345927
4869,1300000.0,2,1334457.3974609375,1296921.3576568123,1300000.0,1282846.8678137637
4870,255000.0,4,1016463.1605148315,1008999.0136893748,290000.0,719854.6852024217
4871,260000.0,5,917416.4533615112,1023051.118078022,217000.0,636582.5555204372
4872,699000.0,5,1059900.7606506348,1001159.3049658474,760000.0,921474.4490326004
4873,375000.0,5,913700.0441551208,1090320.9604976412,,975659.4138002527
4874,547000.0,4,959990.2033805848,1055102.8189654625,,1001038.1145847846
4875,365000.0,3,895072.6985931396,1062856.3042012923,360000.0,679359.573935378
4876,1228000.0,1,1125779.9863815308,1131155.085987138,,1128943.5316106803
4877,450000.0,1,1058491.587638855,979341.9806216748,,1043708.2792080733
4878,2000000.0,3,2157773.017883301,2306836.0726943794,,2087471.6310367265
4879,480000.0,1,907041.7284965516,1098886.941313129,560000.0,797746.570974365
4880,2000000.0,5,1857293.2481765747,1831372.7986583195,1845000.0,1768038.5011132008
4881,374000.0,2,928435.9216690063,1064893.611069745,,972286.4280049858
4882,620000.0,3,884713.7689590454,970360.0806352688,,923992.6309863812
4883,336000.0,2,1008662.8198623656,1081493.8341094267,374000.0,735871.2175634293
4884,550000.0,3,994542.5987243652,998866.2775556396,640000.0,838873.1834306602
4885,180000.0,5,948465.5857086182,1071189.1387079246,290000.0,688236.8354321267
4886,450000.0,3,952118.754386902,1002730.9655035002,,978037.8497091797
4887,2400000.0,5,2081916.332244873,1711695.4438489575,,1876764.243720999
4888,1800000.0,1,1586165.9049987793,1390871.135141076,1100000.0,1292194.4218783504
4889,570000.0,2,896013.4983062744,1047615.9074650502,480000.0,741010.1251893389
4890,350000.0,5,974251.5087127686,1022850.6264011784,,996166.1840778078
4891,250000.0,3,898501.2769699097,1024122.56547723,305000.0,648899.9130100477
4892,335000.0,5,871981.3227653503,955936.4120682552,280000.0,638148.8256653645
4893,1050000.0,4,1471562.0279312134,1730442.8564929434,,1517723.4398474188
4894,325000.0,5,926307.8570365906,1018533.2525760372,350000.0,698714.9739309408
4895,2200000.0,3,2311476.230621338,2314201.0926006176,,2186572.2882195227
4896,437940.0,2,917364.1204833984,1068618.6478143602,380000.0,704371.9237577126
4897,342900.0,5,926307.8570365906,1018533.2525760372,342900.0,695528.1340711747
4898,355000.0,5,890808.2842826843,966853.3666635172,,926362.2405140223
4899,420000.0,4,1019168.257713318,993265.468738302,450000.0,786549.271426094
4900,325000.0,5,962442.8153038024,981280.211322826,,976964.1267841532
4901,420000.0,4,953312.0393753052,1016718.9305646926,353000.0,726267.4856558122
4902,314000.0,2,953400.6118774414,1058123.523956993,,988217.5206619283
4903,560000.0,5,962216.1984443665,1117460.8084303616,600000.0,838729.3155728
4904,2250000.0,1,2546336.4124298096,2478867.7329585617,,2321102.4354237462
4905,590000.0,4,1003813.1475448608,1177371.8927704245,,1062631.4561298774
4906,930000.0,5,1055272.936820984,1158191.118539103,,1085851.903055674
4907,690000.0,2,1155339.002609253,1265970.513868983,,1167638.4249790995
4908,320000.0,5,957700.252532959,1023051.118078022,490000.0,772473.0613741116
4909,360000.0,2,956015.4676437378,1112265.4663698326,,1000892.3346808043
4910,525000.0,2,891432.1660995483,984403.3570143476,530000.0,755937.8412128502
4911,450000.0,1,936389.5058631896,1118837.2703463973,,1010130.5433829712
4912,1170000.0,3,1137333.0354690552,1248399.2979933848,,1164977.3096833236
4913,450000.0,5,1004757.046699524,1330571.124988824,,1100856.4702934702
4914,920000.0,4,1010626.1968612672,1054669.3467406237,,1035536.5311632082
4915,230000.0,4,896707.7136039734,958499.651890875,240000.0,646614.2878876498
4916,690000.0,5,1004991.65058136,935599.5268639592,,991856.6100219211
4917,530000.0,1,946562.111377716,1049891.438615276,567500.0,806255.3482851781
4918,1200000.0,1,1104408.5025787354,1040631.3014944916,,1089602.4521466906
4919,535000.0,3,910191.0591125488,1099441.0086842373,600000.0,804065.1478896575
4920,1100000.0,3,1080731.6303253174,1190884.6379056626,900000.0,1014821.0182494865
4921,480000.0,5,950969.8152542114,1029705.37838637,,982983.2308650818
4922,400000.0,3,966377.61592865,1070399.187184678,524500.0,783759.5988934719
4923,370000.0,1,1018694.5199966432,1154292.5107187028,,1070775.5307774502
4924,1050000.0,3,1408700.8237838745,1305911.009663931,1100000.0,1231340.1091665272
4925,1200000.0,5,1425404.1910171509,1404082.0703756548,1575000.0,1453318.484810371
4926,650000.0,1,981282.5918197632,991844.1171392814,,1000172.3636083967
4927,790000.0,1,1076754.5700073242,1031798.6749957273,,1070216.923076444
4928,1280000.0,4,1199110.984802246,1231720.5775071846,,1209009.9295240606
4929,1149000.0,1,1214282.8702926636,1143526.9506413108,1215000.0,1196415.537399662
4930,1600000.0,5,2083022.3560333247,2505453.101908102,,2084697.0466224211
4931,350000.0,2,914255.5594444276,1088111.1051685072,,967125.6108132964
4932,580000.0,4,1092836.7376327517,1120835.9028664464,,1108600.9736298046
4933,434000.0,5,877248.7640380859,905737.5041006742,,900418.6099812586
4934,800000.0,2,1060017.3473358154,1046125.3536742872,,1059246.5845574006
4935,1200000.0,5,1194766.0446166992,1212113.498264684,,1189921.944572095
4936,245000.0,3,892366.7669296265,1056394.4188744174,234000.0,616665.5497679062
4937,510000.0,4,977113.1873130798,1011019.212529234,397500.0,752665.4886939429
4938,460000.0,1,1121981.2631607056,1105742.393987625,,1119247.5708892094
4939,550000.0,1,1005973.4582901,1210372.6668703377,530000.0,831719.0143939194
4940,650000.0,5,987728.1785011292,1003124.8054425692,800000.0,915783.9298941902
4941,949000.0,4,959259.8080635072,990038.8097752832,545000.0,805697.3640347929
4942,550000.0,2,1276620.7456588745,1346532.1320484418,,1265017.844796525
4943,1849000.0,4,1615902.9006958008,1533437.2867336995,2250000.0,1826048.656763214
4944,3400000.0,2,1824951.529502869,1792141.646352425,,1709333.0341176065
4945,290000.0,1,982212.0070457458,1055840.957523493,,1019611.738719256
4946,550000.0,3,971394.8965072632,1061051.7131839234,550000.0,796383.2812620657
4947,330000.0,5,881097.4955558777,1031003.933169381,,937946.6413816805
4948,390000.0,5,884384.81092453,926607.349585892,360000.0,673352.3561767034
4949,1200000.0,5,1258646.845817566,1106689.4763886165,,1201836.7489954254
4950,250000.0,1,1020536.5419387816,1091373.0894476995,235000.0,679661.8015621619
4951,1100000.0,1,1039485.3353500366,1122870.3528539462,1000000.0,1044182.5189705989
4952,850000.0,5,1029885.5304718018,1034627.73924119,705000.0,893178.9292977712
4953,150000.0,1,1012307.0478439332,1202960.0295294826,,1081136.0596342704
4954,840000.0,1,1037508.9645385742,1206722.177474334,863916.5,994261.5988918495
4955,490000.0,4,911640.763282776,953870.9158958084,417500.0,727716.4865040974
4956,895000.0,3,1140828.251838684,1175266.1441496487,1307500.0,1220978.2534720872
4957,940000.0,3,1016712.9039764404,1112382.8480159133,,1049669.1459600043
4958,580000.0,5,901202.7382850648,918653.7640155514,,919670.8016898823
4959,280000.0,1,944514.3342018127,1082146.1005286947,,1004285.5846291351
4960,2490000.0,5,2489923.7155914307,2529538.156045657,,2336427.3189496566
4961,507000.0,5,945977.0321846008,1039220.3830991128,422500.0,741265.4347170973
4962,1200000.0,1,1046497.7025985718,1111144.984243753,,1075049.0799196595
4963,370000.0,5,934350.4905700684,1018533.2525760372,493013.0,765306.8508090931
4964,735216.0,1,1181357.0261001587,1224925.2487200887,605000.0,923100.7489376218
4965,1100000.0,4,1096791.2673950195,1055368.1414769052,,1094414.5891983872
4966,252500.0,2,1015495.1810836792,1081493.8341094267,,1035727.8866138852
4967,400000.0,5,906840.3840065002,976449.4454203732,,939484.6778354802
4968,515000.0,1,994184.911251068,1040194.6139451124,490000.0,783619.785695345
4969,1700000.0,5,1398332.3574066162,1396773.280004516,,1368991.8606281492
4970,200000.0,4,946532.7262878418,978707.802239616,,971963.5987001554
4971,270000.0,4,981386.0058784484,1011019.212529234,360000.0,738053.6353207851
4972,320000.0,2,844962.1796607971,1051825.3663942134,423500.0,696712.8237866486
4973,650000.0,1,996281.3258171082,1130573.3100929763,,1050175.1024177163
4974,380000.0,4,928537.2495651244,951708.175105166,,952580.8067477378
4975,1150000.0,4,1098771.095275879,1085326.161162503,1210000.0,1150830.0043331564
4976,378000.0,2,973060.7867240906,1077760.5397083964,370000.0,720793.995485835
4977,900000.0,5,905225.9922027588,986351.0792272626,,941196.1329806687
4978,1650000.0,5,1467797.3985671997,1645448.7861503095,,1479435.6358243304
4979,3522000.0,4,2280533.790588379,2343809.2213973408,,2198432.157299082
4980,440000.0,3,899596.6911315918,991882.667834228,530000.0,753035.0684615403
4981,440000.0,3,924450.3378868104,1023259.121047714,440000.0,722757.1315645498
4982,370000.0,2,1008662.8198623656,1081493.8341094267,374000.0,735871.2175634293
4983,270000.0,4,860755.7415962219,1038532.7383379838,330000.0,687905.1429698169
4984,425000.0,5,931563.675403595,963403.2358394671,,951932.396751292
4985,845000.0,4,1052330.2555084229,1038098.6219531765,867500.0,983274.2969969194
4986,1100000.0,1,1226238.9659881592,1197539.1515916316,,1208651.4863042873
4987,366025.0,4,976799.6668815612,991191.8330041476,360000.0,732759.6180055259
4988,750000.0,1,1002555.7279586792,905548.9869596144,,987731.6554493367
4989,660000.0,4,953240.931034088,1037068.7713743777,675000.0,867626.3744637646
4990,450000.0,3,935154.2592048644,990780.7992286636,482000.0,742282.379567426
4991,750000.0,2,923994.0643310548,1002948.9757806738,820000.0,901917.8582952586
4992,259000.0,1,933687.0312690736,1097438.486069109,,1002162.3714365638
4993,430000.0,1,936814.0697479248,1005498.22118318,335000.0,687062.4799565574
4994,540000.0,1,1037473.7977981569,1029895.7445052617,606938.0,850050.965476152
4995,340000.0,5,961824.8343467712,1052129.5233441852,545227.0,803301.8610885195
4996,410000.0,3,955612.8978729248,1048517.4708753492,,992144.7604473729
4997,210000.0,4,964622.0207214355,988795.2063902828,,986987.2233101698
4998,595000.0,4,979004.7407150269,989921.7714506348,590000.0,831727.6977284692
4999,1400000.0,4,1225617.8855895996,1270350.306515741,,1236758.024949074
5000,250000.0,1,1027296.6623306274,1147880.1734096904,,1074128.8494144983
5001,750000.0,5,938996.970653534,1095778.892755913,720000.0,880321.9898895251
5002,590000.0,3,1004087.6865386964,979315.7458918532,,1007155.6337067133
5003,170000.0,2,913635.7307434082,1090094.600953721,,967095.0954427639
5004,850000.0,2,1020896.6732025146,1046924.6406737362,750000.0,908689.7879974333
5005,370000.0,1,968851.6855239868,1046557.7339386716,360000.0,715465.659848269
5006,340000.0,4,967258.1553459167,970692.6672823968,,984088.5714291852
5007,1380000.0,5,1193495.9888458252,1254275.5716162133,,1200626.7831783853
5008,850000.0,1,985819.399356842,1057312.9964688416,,1022251.5693276649
5009,580000.0,4,1118629.4555664062,1192479.169283056,,1144531.0535445414
5010,650000.0,4,885697.066783905,1036025.0125697398,900000.0,939394.4144272637
5011,550000.0,5,1075032.7110290527,1257315.2924966908,,1125788.5615737082
5012,450000.0,1,900320.827960968,1058404.1409182171,,970128.948677904
5013,310000.0,3,970534.0266227722,986929.5151106896,300000.0,666754.147589667
5014,400000.0,1,1059048.1758117676,1080594.1471779176,,1073736.4293507398
5015,500000.0,1,837882.6379776001,1001129.2975385194,,914549.5288343389
5016,590000.0,2,903205.9907913208,1013395.8500875843,590000.0,790826.8860019011
5017,660000.0,2,974898.4575271606,1126406.3541215416,,1016755.2562989134
5018,2200000.0,4,1803121.3283538816,1887306.5544455184,,1775535.5658159752
5019,360000.0,2,925819.8142051696,1077760.5397083964,420000.0,727023.1362244246
5020,369000.0,2,960598.9456176758,1125726.2552835173,,1006755.6398007286
5021,388008.0,5,967630.0287246704,968714.8464488029,403500.0,727917.1320984641
5022,260000.0,4,986246.645450592,996446.020064942,,1003780.4341261808
5023,1300000.0,3,1059949.278831482,1048794.0689864843,,1062520.022681184
5024,250000.0,3,966377.61592865,1070399.187184678,330000.0,690791.8031563669
5025,765000.0,4,1065268.874168396,1141088.9239075189,,1095089.2153773108
5026,607000.0,1,933911.383152008,1026346.0001003084,532500.0,782364.3771447281
5027,770000.0,1,977315.1874542236,1064553.8768104005,,1019182.484638857
5028,530000.0,3,893207.6692581177,1005639.089026922,425000.0,702386.7398228892
5029,250000.0,3,878603.3391952515,932568.4812150996,,910083.0278236209
5030,250000.0,4,914314.9852752686,1017146.9304739212,,959860.0565041797
5031,748000.0,4,1036624.9084472656,1028739.2910865728,727500.0,917127.9093342863
5032,1300000.0,4,1718575.0007629397,1478533.7004186737,,1617940.2088571873
5033,890000.0,5,1502701.0440826416,1429426.8092581737,1575000.0,1481578.6455712803
5034,1100000.0,2,1175813.7941360474,1208055.5862957828,,1170115.532330329
5035,345000.0,4,993365.76461792,1030129.2521358425,,1017387.1948809557
5036,1950000.0,1,1494009.3755722046,1538697.184942849,2100000.0,1718927.9000878655
5037,390000.0,1,887547.8506088257,1111833.4156016137,,978094.8434627637
5038,340000.0,2,1005153.0599594116,1013505.5672805164,,1015015.8699936073
5039,800000.0,5,991009.1161727904,1004951.749717387,925000.0,971773.3943927987
5040,1600000.0,2,1573864.5792007446,1593771.857253438,1800000.0,1602297.7828338516
5041,320000.0,3,975735.7239723206,1084049.0632983458,308700.0,685618.0445979105
5042,400000.0,4,958062.23154068,970251.8020621872,430000.0,752384.6257705865
5043,798000.0,4,1104984.164237976,1043545.654565852,,1096935.478392247
5044,450000.0,4,941802.6208877563,934309.282058142,,957159.12515513
5045,510000.0,2,1145980.0004959106,1191283.6122903237,,1146605.0338957123
5046,699000.0,4,1137410.1638793943,1059377.9645169098,,1123034.0560998863
5047,580000.0,4,1003138.303756714,947407.8244922422,540000.0,810949.1864850853
5048,550000.0,3,954673.2306480408,958951.784517248,540000.0,772515.1955327763
5049,455000.0,3,1070107.9368591309,1164624.00230482,,1098813.5508528713
5050,547000.0,2,986572.0272064208,983747.4036867772,,996224.6830938039
5051,623500.0,2,954703.688621521,984217.7671941876,,974259.4939650113
5052,550000.0,1,1042806.86378479,1075893.2347195677,640000.0,873905.9834618494
5053,350000.0,5,951541.3641929626,938576.9385281352,403500.0,717392.4760028868
5054,1100000.0,2,1193522.334098816,1173459.9282606912,1395000.0,1264718.330434965
5055,1380000.0,1,1076596.49848938,1059666.7128485292,1100000.0,1091280.3380152874
5056,499000.0,4,995969.7127342224,1031170.0120667652,590000.0,845207.4743171083
5057,800000.0,4,1033958.4350585938,1023416.570958568,840000.0,962723.2955122564
5058,1150000.0,4,1191525.4592895508,1101213.6175891312,1075000.0,1128961.8144835688
5059,790000.0,4,1028463.9596939088,1007968.0190992552,,1035620.8157099644
5060,540000.0,2,967530.9062004088,931898.2080354374,545000.0,784622.7329905141
5061,450000.0,5,934863.6269569396,1016645.1265307316,,968901.9639474606
